the_geom,cartodb_id,field_1,incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,lon_lat,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000025F6A876687E52C068FC9460FA584440,961,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1057,2,1954.66612671
0101000020E610000037B14222117A52C029E1C30B73554440,962,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),944,6,145.23511736
0101000020E6100000623BCE23B57352C0B1364216D4594440,963,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),945,4,2736.64597936
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,964,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),946,12,2074.13835391
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,965,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),947,15,3204.08674084
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,966,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),948,12,1559.06369286
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,967,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),949,15,1395.13915968
0101000020E6100000F8795D03DE7B52C0006C40F1144C4440,968,6739,148970807,01/01/2016,03:08:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1002184,155832,40.5943891110001,-73.935425607,POINT (-73.93542560699996 40.594389111000055),950,11,2053.84958822
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,969,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),951,17,3585.99877615
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,970,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),952,15,1853.41257526
0101000020E610000062C5A567B07F52C0409DBF647E494440,971,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),953,24,2647.19325708
0101000020E6100000BDC090FB547952C028A6FF3D9C6D4440,972,400,191739126,01/01/2019,02:19:00,BRONX,46,2,MULTI DWELL - APT BUILD,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1013072,251276,40.856330633,-73.895811931,POINT (-73.89581193099997 40.85633063300003),954,3,3118.60655204
0101000020E610000062C5A567B07F52C0409DBF647E494440,973,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),955,24,3772.06604482
0101000020E610000057CA74E0437D52C0C6221B8242534440,974,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),956,20,1155.92233914
0101000020E610000057CA74E0437D52C0C6221B8242534440,975,4884,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,18-24,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),957,8,2230.72283777
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,976,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),958,15,4628.98787375
0101000020E610000062C5A567B07F52C0409DBF647E494440,977,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),959,24,3245.57536885
0101000020E610000057CA74E0437D52C0C6221B8242534440,978,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),960,20,5268.82041683
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,979,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),961,17,5635.799121
0101000020E610000037B14222117A52C029E1C30B73554440,980,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),962,6,4139.63210702
0101000020E6100000B33ED2FECC8B52C020E917B553484440,981,9724,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),963,14,4155.28721961
0101000020E6100000396A8CA3807952C02025D595946D4440,982,18055,159842969,01/01/2017,19:35:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1012335,251190,40.856096963,-73.898476493,POINT (-73.89847649299999 40.856096963000034),964,23,2766.14569103
0101000020E6100000375460BC177C52C0F009ADAFF7584440,983,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),965,16,5481.75272058
0101000020E6100000623BCE23B57352C0B1364216D4594440,984,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),966,4,3732.53137483
0101000020E610000025F6A876687E52C068FC9460FA584440,985,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),967,2,7582.80929442
0101000020E610000057CA74E0437D52C0C6221B8242534440,986,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),968,20,1813.3832558
0101000020E610000025F6A876687E52C068FC9460FA584440,987,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),969,2,1480.08380886
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,988,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),970,12,2811.29543409
0101000020E61000007C2A533EB77852C019DC9AD745544440,989,15005,159829845,01/01/2017,11:00:00,BROOKLYN,75,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,1015829,179160,40.6583814150001,-73.886184293,POINT (-73.88618429299999 40.65838141500007),971,19,856.54583073
0101000020E6100000A9A87D176F7752C031231DD434554440,990,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),972,1,4239.70986602
0101000020E610000062C5A567B07F52C0409DBF647E494440,991,20390,159826972,01/01/2017,01:55:00,BROOKLYN,60,0,,false,,,,18-24,M,BLACK,985600,148459,40.574169725,-73.9951418989999,POINT (-73.99514189899996 40.57416972500005),973,24,5430.86382545
0101000020E6100000623BCE23B57352C0B1364216D4594440,992,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),974,4,8886.50990383
0101000020E610000037B14222117A52C029E1C30B73554440,993,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),975,6,680.22372594
0101000020E6100000799C3788357A52C02E39CD86A5534440,994,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),976,13,1247.96842774
0101000020E61000004437F794127852C0581BF4F6BE6A4440,995,17593,148970804,01/01/2016,01:15:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,WHITE HISPANIC,1018527,243130,40.8339527790001,-73.8761341489999,POINT (-73.87613414899994 40.83395277900007),977,22,2921.83065754
0101000020E6100000375460BC177C52C0F009ADAFF7584440,996,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),978,16,2716.63957937
0101000020E6100000623BCE23B57352C0B1364216D4594440,997,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),979,4,6335.15470336
0101000020E610000055C1C6FA087952C0D074E6F3916A4440,998,5482,159827171,01/01/2017,05:54:00,BRONX,42,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1014366,242624,40.8325791240001,-73.891173071,POINT (-73.89117307099998 40.83257912400006),980,10,1620.28388416
0101000020E610000025F6A876687E52C068FC9460FA584440,999,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),981,2,1168.66380714
0101000020E610000057CA74E0437D52C0C6221B8242534440,1000,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),982,20,2540.81631007
0101000020E6100000375460BC177C52C0F009ADAFF7584440,1001,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),983,16,536.113255
0101000020E61000004437F794127852C0581BF4F6BE6A4440,1002,17593,148970804,01/01/2016,01:15:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,WHITE HISPANIC,1018527,243130,40.8339527790001,-73.8761341489999,POINT (-73.87613414899994 40.83395277900007),984,22,1928.31539771
0101000020E6100000396A8CA3807952C02025D595946D4440,1003,18055,159842969,01/01/2017,19:35:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1012335,251190,40.856096963,-73.898476493,POINT (-73.89847649299999 40.856096963000034),985,23,2354.78339655
0101000020E610000025F6A876687E52C068FC9460FA584440,1004,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),986,2,5353.26512809
0101000020E610000057CA74E0437D52C0C6221B8242534440,1005,4884,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,18-24,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),987,8,1344.7883926
0101000020E6100000623BCE23B57352C0B1364216D4594440,1006,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),988,4,5740.25666874
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,1007,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),989,15,5543.00033934
0101000020E6100000799C3788357A52C02E39CD86A5534440,1008,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),990,13,650.84955395
0101000020E610000025F6A876687E52C068FC9460FA584440,1009,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),991,2,4874.97783548
0101000020E6100000A90FAA284C7B52C0EFC5432472674440,1010,10577,148970808,01/01/2016,04:35:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1004591,233721,40.808170827,-73.926523367,POINT (-73.92652336699997 40.80817082700002),992,15,1705.18092489
0101000020E610000025F6A876687E52C068FC9460FA584440,1011,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),993,2,3683.25046127
0101000020E6100000375460BC177C52C0F009ADAFF7584440,1012,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),994,16,5624.66466028
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,1013,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),995,17,6492.06440472
0101000020E6100000375460BC177C52C0F009ADAFF7584440,1014,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),996,16,764.47950371
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,1015,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),997,12,306.59371668
0101000020E6100000375460BC177C52C0F009ADAFF7584440,1016,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),998,16,1757.01127345
0101000020E610000025F6A876687E52C068FC9460FA584440,1017,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1000,2,4594.80972984
0101000020E610000025F6A876687E52C068FC9460FA584440,1018,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1001,2,1794.90426488
0101000020E6100000623BCE23B57352C0B1364216D4594440,1019,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),1002,4,5730.88302236
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,1020,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),1003,12,1888.69126301
0101000020E6100000B4CB8396637B52C0E0FA49B2D7564440,1021,5234,148970805,01/01/2016,00:52:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004234,186462,40.678457533,-73.9279533659999,POINT (-73.92795336599994 40.67845753300003),1004,9,1396.3907847
0101000020E610000025F6A876687E52C068FC9460FA584440,1022,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1005,2,3183.50875099
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,1023,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),1006,17,6298.34234864
0101000020E6100000375460BC177C52C0F009ADAFF7584440,1024,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),1007,16,2064.95989704
0101000020E6100000A9A87D176F7752C031231DD434554440,1025,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),1008,1,4270.58552414
0101000020E610000025F6A876687E52C068FC9460FA584440,1026,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1009,2,2038.42583089
0101000020E610000057CA74E0437D52C0C6221B8242534440,1027,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),1010,20,4658.30893755
0101000020E610000025F6A876687E52C068FC9460FA584440,1028,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1011,2,966.04122968
0101000020E6100000A9A87D176F7752C031231DD434554440,1029,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),1012,1,2967.61342853
0101000020E610000025F6A876687E52C068FC9460FA584440,1030,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1013,2,3644.86232234
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,1031,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),1014,12,1406.03638899
0101000020E610000025F6A876687E52C068FC9460FA584440,1032,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1015,2,3357.41061984
0101000020E6100000F8795D03DE7B52C0006C40F1144C4440,1033,6739,148970807,01/01/2016,03:08:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1002184,155832,40.5943891110001,-73.935425607,POINT (-73.93542560699996 40.594389111000055),1016,11,836.23607009
0101000020E610000025F6A876687E52C068FC9460FA584440,1034,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1017,2,2062.87004095
0101000020E6100000375460BC177C52C0F009ADAFF7584440,1035,10901,148971010,01/01/2016,02:50:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001180,192508,40.695058784,-73.938948721,POINT (-73.93894872099996 40.695058784000025),1018,16,2707.83299552
0101000020E6100000623BCE23B57352C0B1364216D4594440,1036,1602,173154491,01/01/2018,20:00:00,QUEENS,103,0,,false,,,,25-44,M,WHITE,"1,037,506","195,011",40.70178488,-73.8079309,POINT (-73.8079309 40.70178488),1019,4,7749.71816661
0101000020E610000025F6A876687E52C068FC9460FA584440,1037,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1020,2,925.42226093
0101000020E6100000B33ED2FECC8B52C020E917B553484440,1038,20652,140396316,01/01/2015,01:30:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,WHITE,25-44,M,BLACK HISPANIC,933020,145192,40.565054547,-74.1843869259999,POINT (-74.18438692599993 40.565054547000045),1021,25,11319.96300923
0101000020E610000080BBD283197A52C0A88F57F281684440,1039,16154,140396353,01/01/2015,02:51:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,1009769,236748,40.816465657,-73.907807308,POINT (-73.90780730799997 40.81646565700004),1022,21,8027.88685962
0101000020E6100000C4DA4405857A52C0111CD38A24694440,1040,14177,159827413,01/01/2017,01:40:00,BRONX,40,0,,false,,,,18-24,M,BLACK,1007951,238554,40.821427682,-73.9143689319999,POINT (-73.91436893199995 40.82142768200004),1664,18,171.62428612
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,1041,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),1023,12,1142.59999645
0101000020E61000007C2A533EB77852C019DC9AD745544440,1042,15005,159829845,01/01/2017,11:00:00,BROOKLYN,75,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,1015829,179160,40.6583814150001,-73.886184293,POINT (-73.88618429299999 40.65838141500007),1024,19,630.6431821
0101000020E6100000799C3788357A52C02E39CD86A5534440,1072,8954,173132280,01/01/2018,01:30:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,009,357","177,370",40.65348897,-73.90951734,POINT (-73.90951734 40.65348897),1053,13,2003.54394137
0101000020E610000025F6A876687E52C068FC9460FA584440,1043,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1025,2,3722.93053619
0101000020E6100000A9A87D176F7752C031231DD434554440,1044,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),1026,1,6810.72537673
0101000020E610000025F6A876687E52C068FC9460FA584440,1045,210,191739125,01/01/2019,05:40:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,991148,192533,40.695140908,-73.975125947,POINT (-73.97512594699998 40.69514090800004),1027,2,1354.84184885
0101000020E61000006AD279FC7A7B52C008BC95BDD66A4440,1046,7991,148970806,01/01/2016,02:40:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1003792,243378,40.834678362,-73.9293814839999,POINT (-73.92938148399996 40.834678362000034),1028,12,1498.25044824
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,1047,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),1029,17,424.71060173
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,1048,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),1030,17,4917.8468934
0101000020E6100000A9A87D176F7752C031231DD434554440,1049,22,191709964,01/01/2019,04:26:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1021382,181825,40.6656747000001,-73.866155503,POINT (-73.86615550299996 40.66567470000007),1031,1,1815.95678563
0101000020E6100000396A8CA3807952C02025D595946D4440,1050,18055,159842969,01/01/2017,19:35:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1012335,251190,40.856096963,-73.898476493,POINT (-73.89847649299999 40.856096963000034),1032,23,1767.6552759
0101000020E61000007C2A533EB77852C019DC9AD745544440,1051,15005,159829845,01/01/2017,11:00:00,BROOKLYN,75,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,1015829,179160,40.6583814150001,-73.886184293,POINT (-73.88618429299999 40.65838141500007),1033,19,824.26032104
0101000020E610000037B14222117A52C029E1C30B73554440,1052,3582,159827412,01/01/2017,00:05:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,WHITE HISPANIC,1009968,182502,40.6675734240001,-73.9072957659999,POINT (-73.90729576599993 40.667573424000075),1034,6,401.89672655
0101000020E61000008AA8EC681A7B52C0A0CFF4D046674440,1053,12242,173154856,01/01/2018,00:15:00,BRONX,40,0,,false,,,,25-44,M,BLACK,"1,005,432","233,240",40.80684864,-73.92348693,POINT (-73.92348693000001 40.806848640000005),1035,17,7010.87996377
0101000020E6100000BDC090FB547952C028A6FF3D9C6D4440,1054,400,191739126,01/01/2019,02:19:00,BRONX,46,2,MULTI DWELL - APT BUILD,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1013072,251276,40.856330633,-73.895811931,POINT (-73.89581193099997 40.85633063300003),1036,3,1202.56993933
0101000020E610000057CA74E0437D52C0C6221B8242534440,1055,16045,173135654,01/01/2018,06:30:00,BROOKLYN,70,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,"996,108","176,259",40.65046717,-73.95726787,POINT (-73.95726787 40.65046717),1037,20,1413.73650518
0101000020E610000055C1C6FA087952C0D074E6F3916A4440,1056,5482,159827171,01/01/2017,05:54:00,BRONX,42,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1014366,242624,40.8325791240001,-73.891173071,POINT (-73.89117307099998 40.83257912400006),1038,10,1242.28819661
