the_geom,cartodb_id,fountain_ty,collection,system,featuresta,parentid,gispropnum,objectid,department,painted,gisobjid,signname,position,fountain_co,borough,descriptio,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E6100000B683F970587B52C0FF801B263C554440,1286,C,2018-01-26 00:00:00+00,B054-DF0492,Active,B054,B054,730,B-08,yes,100038161,Lincoln Terrace / Arthur S. Somers Park,Under Tree,1,B,"C, Under Tree",1271,155,78.08446275
0101000020E6100000729733B39C7052C06E822E1667604440,1287,E Wheelchair,2018-01-31 00:00:00+00,Q400-DF0157,Active,Q400,Q400,976,Q-07A,yes,100038351,Oakland Gardens,In Playground,1,Q,"E Wheelchair, In Playground",1272,1208,315.04940855
0101000020E6100000290E16BDB68052C0757D2FF6C45B4440,1288,Pedestal,2018-03-29 00:00:00+00,M308-DF0349,Active,M308,M308,2542,M-01,yes,100039922,Washington Market Park,"Under Tree, In Playground",1,M,"Pedestal, Under Tree, In Playground",1273,1405,364.40023654
0101000020E6100000A4B0A41E8D7A52C0E277FFFC676A4440,1289,C,2018-01-30 00:00:00+00,X115-DF0208,Active,X115,X115,951,X-04,no,100038369,Mott Playground,"Under Tree, In Shade, In Playground",1,X,"C, Under Tree, In Shade, In Playground",1274,1770,245.82612316
0101000020E61000009FAA3F215E7D52C0D8FC4FCE3B554440,1290,Other,2018-01-22 00:00:00+00,B357-DF0317,Active,B357,B357,394,B-09,yes,100037702,Jackie Robinson Playground,Out in Open,1,B,"Other, Out in Open",1275,586,266.89834614
0101000020E610000090543287967C52C0C7D9222B655A4440,1291,E Wheelchair Dog,2018-04-25 00:00:00+00,B055-DF0872,Active,B055,B055,2707,B-01,,100040171,Sternberg Park,"Out in Open, Near Ballfield",1,B,"E Wheelchair Dog, Out in Open, Near Ballfield",1276,569,320.34853935
0101000020E6100000342F02907A7A52C096FC4432C1544440,1292,A,2018-01-15 00:00:00+00,B008-DF0136,Active,B008,B008,146,B-16,yes,100037571,Betsy Head Park,"Under Tree, In Shade",1,B,"A, Under Tree, In Shade",1277,175,652.26476358
0101000020E61000005541B666297952C0ECBAAE6B9B724440,1293,C,2018-06-08 00:00:00+00,X092-DF0454,Active,X092,X092,3041,X-13,,100040415,Van Cortlandt Park,"Out in Open, Near Ballfield",1,X,"C, Out in Open, Near Ballfield",1278,2469,90.95152935
0101000020E610000013132442CB7C52C027BAFD61FE654440,1294,E Wheelchair Dog,2018-07-11 00:00:00+00,M010-DF0670,Active,M010,M010,3106,M-13,yes,100040429,Central Park,"Under Tree, In Shade",1,M,"E Wheelchair Dog, Under Tree, In Shade",1279,212,157.83932408
0101000020E61000009E7359215D7A52C04F7F7AA895554440,1295,C,2018-01-14 00:00:00+00,B362-DF0094,Active,B362,B362,104,B-16,yes,100037511,Chester Playground,Out in Open,1,B,"C, Out in Open",1280,2298,480.17812554
0101000020E6100000AC01A0349B7852C02E2803DCA3564440,1296,E Wheelchair,2018-01-16 00:00:00+00,B163-DF0186,Active,B163,B163,196,B-05,yes,100037524,Sperandeo Brothers Playground,"Near Ballfield, Out in Open",1,B,"E Wheelchair, Near Ballfield, Out in Open",1281,2662,52.17573762
0101000020E6100000EAE8D7BF7A7852C0F43C8E86025F4440,1297,A,2018-02-18 00:00:00+00,Q361-DF0573,Active,Q361,Q361,1985,Q-04,,100039391,Moore Homestead Playground,"Just Outside Playground, Under Tree",1,Q,"A, Just Outside Playground, Under Tree",1282,2585,153.49831004
0101000020E6100000EB49C1FE447252C061FFE84958574440,1298,A,2018-02-01 00:00:00+00,Q005-DF0314,Active,Q005,Q005,1183,Q-12,no,100038505,Baisley Pond Park,Near Ballfield,1,Q,"A, Near Ballfield",1283,2103,275.46788541
0101000020E61000005DAE96C8517F52C001150A6354594440,1299,E Wheelchair,2018-02-25 00:00:00+00,B113E-DF0801,Active,B113E,B113E,2143,B-02,yes,100039566,Walt Whitman Park,Out in Open,1,B,"E Wheelchair, Out in Open",1284,480,201.03957165
0101000020E6100000E42107B8157A52C0689256D4B9624440,1300,A,2018-01-25 00:00:00+00,Q385-DF0050,Active,Q385,Q385,635,Q-01,yes,100038003,Ditmars Park,In Playground,1,Q,"A, In Playground",1285,932,688.520282
0101000020E610000068DF947A627C52C006CFBA0D3A544440,1301,A,2018-01-22 00:00:00+00,B254-DF0301,Active,B254,B254,375,B-09,yes,100037786,Wingate Park,Out in Open,1,B,"A, Out in Open",1286,1399,791.05103146
0101000020E61000004DA191A6057252C0EDA8EEBEC65A4440,1302,A,2018-02-04 00:00:00+00,Q120-DF0476,Active,Q120,Q120,1390,Q-12,no,100038774,Harvard Playground,Out in Open,1,Q,"A, Out in Open",1287,3046,221.84277001
0101000020E610000036050D05898052C0C7FCDA1C93534440,1303,C,2018-01-29 00:00:00+00,B210I-DF0528,Active,B210I,B210I,854,B-07,no,100038248,Gonzalo Plasencia Playground,In Playground,1,B,"C, In Playground",1288,1933,213.55425845
0101000020E610000059EF40E6E67952C089834CAD9D684440,1304,A,2018-02-07 00:00:00+00,X216-DF0273,Active,X216,X216,1490,X-01,yes,100038864,Abigail Playground,"In Playground, Out in Open",1,X,"A, In Playground, Out in Open",1289,2943,8.07163963
0101000020E61000008F3929A7777B52C0A5650F2A5D564440,1305,C,2018-01-26 00:00:00+00,B364-DF0484,Active,B364,B364,722,B-08,yes,100038186,Woods Playground,"Just Outside Playground, Under Tree",1,B,"C, Just Outside Playground, Under Tree",1290,1654,117.22027396
0101000020E61000006F4A508A3D8152C0342242875A514440,1306,D,2018-02-22 00:00:00+00,B052-DF0783,Active,B052,B052,2078,B-10,no,100039485,Leif Ericson Park,In Playground,1,B,"D, In Playground",1291,1317,328.26068079
0101000020E6100000B20965CB907D52C04B7DFACEE3554440,1307,E Wheelchair,2018-01-22 00:00:00+00,B044-DF0319,Active,B044,B044,396,B-09,yes,100037725,Dr. Ronald McNair Park,Out in Open,1,B,"E Wheelchair, Out in Open",1292,2309,407.64705207
0101000020E6100000067D72BF718052C0317F753C0E5A4440,1308,Other,2018-03-24 00:00:00+00,M391-DF0332,Active,M391,M391,2525,M-01,no,100039949,East River Waterfront Esplanade,In Shade,1,M,"Other, In Shade",1293,1451,159.23511409
0101000020E6100000D6337A628B7052C0B0347298B14C4440,1309,Bottle Filler High Low,2018-02-01 00:00:00+00,Q353-DF0202,Active,Q353,Q353,1053,Q-14,no,100038456,Grassmere Playground,Near Ballfield,2,Q,"Bottle Filler High Low, Near Ballfield",1294,858,619.44678729
0101000020E6100000DF161ADFA27E52C05C453CEFA2564440,1310,A,2018-01-20 00:00:00+00,B320-DF0261,Active,B320,B320,301,B-06,no,100037717,Park Slope Playground,In Playground,1,B,"A, In Playground",1295,1705,425.7500794
0101000020E6100000850B51C6A77F52C06D2F8677AA5B4440,1311,E Wheelchair,2018-02-28 00:00:00+00,M105-DF0215,Active,M105,M105,2299,M-03,yes,100039619,Sara D. Roosevelt Park,"Under Tree, Near Ballfield",1,M,"E Wheelchair, Under Tree, Near Ballfield",1296,1579,116.12162788
0101000020E61000000224AD1E0B7C52C05BDB45D0C24D4440,1312,C,2018-01-16 00:00:00+00,B057-DF0198,Active,B057,B057,208,B-18,no,100037657,Marine Park,"Under Tree, In Playground, Out in Open",1,B,"C, Under Tree, In Playground, Out in Open",1297,540,408.39266503
0101000020E6100000B7F66AAC2B7952C020A26F8C80524440,1313,C,2018-02-04 00:00:00+00,B305-DF0636,Active,B305,B305,1404,B-18,yes,100038841,P.S. 279 Playground,"Out in Open, In Playground",1,B,"C, Out in Open, In Playground",1298,2609,405.28696177
0101000020E6100000088879206E7B52C0759C2A8E136A4440,1314,Trough,2018-03-01 00:00:00+00,X030-DF0426,Active,X030,X030,2312,X-04,no,100039735,Macombs Dam Park,Out in Open,1,X,"Trough, Out in Open",1299,390,35.78355677
0101000020E6100000C86158F7797852C0C29E68F35A704440,1315,A,2018-01-28 00:00:00+00,X033-DF0164,Active,X033,X033,806,X-07,yes,100038230,Mosholu Parkway,"Out in Open, In Playground",1,X,"A, Out in Open, In Playground",1300,2726,429.00933907
0101000020E6100000A8C7395ADE7A52C011802B30416F4440,1316,E Wheelchair,2018-02-27 00:00:00+00,M043-DF0197,Active,M043,M043,2241,M-12,yes,100039658,Isham Park,Out in Open,1,M,"E Wheelchair, Out in Open",1301,1096,153.64347181
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,1317,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",1302,458,189.61875156
0101000020E61000001BAFC4C2A07B52C0447DAE3208574440,1318,C,2018-04-25 00:00:00+00,B038-DF0868,Active,B038,B038,2703,B-03,no,100040170,Fulton Park,"Under Tree, In Shade",1,B,"C, Under Tree, In Shade",1303,2140,82.212328
0101000020E6100000915C1EB6497B52C06FC62BA5A14D4440,1319,D,2018-03-07 00:00:00+00,B057-DF0842,Active,B057,B057,2444,B-18,no,100039854,Marine Park,In Playground,1,B,"D, In Playground",1304,800,556.78599476
0101000020E61000005E29A720077452C05C47852483594440,1320,D,2018-02-03 00:00:00+00,Q105-DF0455,Active,Q105,Q105,1365,Q-12,no,100038720,Howard Von Dohlen Playground,In Playground,1,Q,"D, In Playground",1305,736,369.02629911
0101000020E6100000602031303B7E52C075C6C964C9574440,1321,E Wheelchair,2018-02-12 00:00:00+00,B026-DF0717,Active,B026,B026,1731,B-02,yes,100039115,Cuyler Gore Park,"In Playground, Under Tree",1,B,"E Wheelchair, In Playground, Under Tree",1306,3108,302.67078382
0101000020E610000066E95B91387D52C0E83FC7B1C8504440,1322,D,2018-01-23 00:00:00+00,B212-DF0389,Active,B212,B212,496,B-14,no,100037825,Hot Spot Tot Lot,"Under Tree, In Playground",1,B,"D, Under Tree, In Playground",1307,2303,935.84073031
0101000020E61000002B67A33DAF7C52C027D569B99C5F4440,1323,D,2018-01-26 00:00:00+00,Q141-DF0092,Active,Q141,Q141,682,Q-02,no,100038078,Murray Playground,"Under Tree, Out in Open",1,Q,"D, Under Tree, Out in Open",1308,2274,720.04621759
0101000020E61000007B126DF5567252C04D72133821594440,1324,C,2018-02-01 00:00:00+00,Q402-DF0301,Active,Q402,Q402,1164,Q-12,no,100038561,Latimer Playground,Under Tree,1,Q,"C, Under Tree",1309,409,397.93351808
0101000020E61000007E568BD9187D52C0EF25695C56574440,1325,A,2018-01-22 00:00:00+00,B237-DF0313,Active,B237,B237,390,B-03,yes,100037751,John Hancock Playground,Near Ballfield,1,B,"A, Near Ballfield",1310,1850,402.2734866
0101000020E6100000D6337A628B7052C0B0347298B14C4440,1326,Bottle Filler High Low,2018-02-01 00:00:00+00,Q353-DF0202,Active,Q353,Q353,1053,Q-14,no,100038456,Grassmere Playground,Near Ballfield,2,Q,"Bottle Filler High Low, Near Ballfield",1311,858,619.44678729
0101000020E6100000BED73EA59B7952C0DFC9C432DA704440,1327,A,2018-02-28 00:00:00+00,X150J-DF0409,Active,X150J,X150J,2268,X-08,yes,100039599,Bailey Playground,Out in Open,1,X,"A, Out in Open",1312,2302,207.3126986
0101000020E6100000778BCD2DC17752C09658EF4EC6554440,1328,A,2018-01-16 00:00:00+00,B103-DF0193,Active,B103,B103,203,B-05,yes,100037690,Cypress Hills Playground,"Near Ballfield, Out in Open",1,B,"A, Near Ballfield, Out in Open",1313,1107,261.20850513
0101000020E6100000E88F1972377D52C04319E725B35A4440,1329,A,2018-01-23 00:00:00+00,B223PA-DF0403,Active,B223PA,B223PA,510,B-01,yes,100037914,Rodney Park Center,Under Tree,1,B,"A, Under Tree",1314,1834,113.666973
0101000020E61000001A48173F9F7C52C04C7272A445584440,1330,C,2018-01-14 00:00:00+00,B088-DF0092,Active,B088,B088,102,B-03,yes,100037544,Herbert Von King Park,"Near Ballfield, In Playground",1,B,"C, Near Ballfield, In Playground",1315,543,297.80826601
0101000020E610000049740A7D947452C03921B26534554440,1331,E Wheelchair,2018-05-03 00:00:00+00,Q096E-DF0757,Active,Q096E,Q096E,2757,Q-10,no,100040110,Lefferts Playground,In Playground,1,Q,"E Wheelchair, In Playground",1316,1696,514.30299757
0101000020E6100000F6E3FD36FD7E52C0B39E56A9364C4440,1332,E Wheelchair,2018-01-25 00:00:00+00,B106A-DF0419,Active,B106A,B106A,585,B-13,no,100037973,Scarangella Park,"Near Ballfield, Out in Open",1,B,"E Wheelchair, Near Ballfield, Out in Open",1317,2096,91.62371608
0101000020E610000066E95B91387D52C0E83FC7B1C8504440,1333,D,2018-01-23 00:00:00+00,B212-DF0389,Active,B212,B212,496,B-14,no,100037825,Hot Spot Tot Lot,"Under Tree, In Playground",1,B,"D, Under Tree, In Playground",1318,2303,525.0363552
0101000020E610000066E95B91387D52C0E83FC7B1C8504440,1334,D,2018-01-23 00:00:00+00,B212-DF0389,Active,B212,B212,496,B-14,no,100037825,Hot Spot Tot Lot,"Under Tree, In Playground",1,B,"D, Under Tree, In Playground",1319,2303,901.91756357
0101000020E61000000C95E2F32F7852C0CDB68C2E34704440,1335,E Wheelchair Child,2018-01-27 00:00:00+00,X104-DF0119,Active,X104,X104,737,X-07,yes,100038175,Williamsbridge Oval,In Playground,2,X,"E Wheelchair Child, In Playground",1320,2698,356.31946428
0101000020E6100000CD2B69E9CE7C52C029EC9A3CF7634440,1336,C,2018-03-03 00:00:00+00,M294-DF0253,Active,M294,M294,2388,M-08,no,100039775,Ruppert Park,In Playground,1,M,"C, In Playground",1321,1826,620.73816724
0101000020E6100000A9BBAA51637752C0EB3B719BB45D4440,1337,E Wheelchair,2018-06-11 00:00:00+00,Q401-DF0828,Active,Q401,Q401,3048,Q-06,yes,100040484,Lost Battalion Hall Recreation Center,Under Tree,1,Q,"E Wheelchair, Under Tree",1322,891,552.85252392
0101000020E6100000DAA21C364F7F52C05D42F741805B4440,1338,E Wheelchair,2018-02-28 00:00:00+00,M082-DF0212,Active,M082,M082,2285,M-03,yes,100039672,Seward Park,"Under Tree, In Playground",1,M,"E Wheelchair, Under Tree, In Playground",1323,2206,104.60922368
0101000020E61000003DBCAAA8A17E52C0E3F6A68AF85E4440,1339,A,2018-02-22 00:00:00+00,M265-DF0015,Active,M265,M265,1810,M-06,yes,100039236,Vincent F. Albano Jr. Playground,Under Tree,1,M,"A, Under Tree",1324,2071,871.76473757
0101000020E6100000630EF5A9698052C082158210625D4440,1340,E Wheelchair,2018-05-29 00:00:00+00,M038-DF0617,Active,M038,M038,2916,M-02,yes,100040381,James J Walker Park,"Near Ballfield, In Shade",1,M,"E Wheelchair, Near Ballfield, In Shade",1325,433,309.28254352
0101000020E610000030E200F3CE7D52C0052A134ED9574440,1341,D,2018-02-12 00:00:00+00,B301-DF0711,Active,B301,B301,1725,B-02,no,100039094,Greene Playground,In Playground,1,B,"D, In Playground",1326,546,416.05003553
0101000020E6100000F1D09D6C147D52C0E9B4FE155D5B4440,1342,E Wheelchair,2018-02-22 00:00:00+00,B223R-DF0797,Active,B223R,B223R,2097,B-01,yes,100039429,Jaime Campiz Playground,In Playground,2,B,"E Wheelchair, In Playground",1327,3024,408.73039111
0101000020E61000008CF640D9127A52C0121DD702BE624440,1343,A,2018-01-25 00:00:00+00,Q385-DF0049,Active,Q385,Q385,634,Q-01,,100038079,Ditmars Park,In Playground,1,Q,"A, In Playground",1328,2479,655.24251405
0101000020E610000033FA4D70077752C0F8EB4F4538694440,1344,D,2018-01-27 00:00:00+00,X221-DF0145,Active,X221,X221,772,X-09,yes,100038191,Space Time Playground,In Playground,1,X,"D, In Playground",1329,505,529.68901734
0101000020E61000007B126DF5567252C04D72133821594440,1345,C,2018-02-01 00:00:00+00,Q402-DF0301,Active,Q402,Q402,1164,Q-12,no,100038561,Latimer Playground,Under Tree,1,Q,"C, Under Tree",1330,409,345.79584512
0101000020E6100000BDD8A974DE7B52C0A40789BB11664440,1346,A,2018-04-05 00:00:00+00,M239-DF0403,Active,M239,M239,2596,M-11,no,100039986,P.S. 155 Playground,"Under Tree, Near Ballfield, In Playground",1,M,"A, Under Tree, Near Ballfield, In Playground",1331,1126,145.22700435
0101000020E610000083C2F8603C7652C0D91680A67A5C4440,1347,D,2018-02-08 00:00:00+00,Q207-DF0547,Active,Q207,Q207,1556,Q-06,no,100038947,MacDonald Park,Out in Open,1,Q,"D, Out in Open",1332,3022,42.27708191
0101000020E610000081687E76AA7752C038596417405E4440,1348,E Wheelchair,2018-02-21 00:00:00+00,Q041-DF0605,Active,Q041,Q041,2046,Q-04,,100039418,Newtown Playground,Just Outside Playground,1,Q,"E Wheelchair, Just Outside Playground",1333,657,38.27601494
0101000020E610000043D4790D617152C0C9837487AF624440,1349,E Wheelchair,2018-05-01 00:00:00+00,Q012-DF0748,Active,Q012,Q012,2748,Q-11,no,100040142,Crocheron Park,In Playground,1,Q,"E Wheelchair, In Playground",1334,45,378.34051051
0101000020E61000002D3F1A35F87F52C066A1302A46584440,1350,CS Concrete,2018-01-20 00:00:00+00,B050-DF0264,Active,B050,B050,304,B-06,no,100037712,Van Voorhees Park,In Playground,1,B,"CS Concrete, In Playground",1335,1895,199.74701966
0101000020E6100000113AAAD8658452C02FB8C0AFB04E4440,1351,A,2018-01-27 00:00:00+00,R042-DF0008,Active,R042,R042,746,R-01,yes,100038172,Kaltenmeier Playground,Under Tree,1,R,"A, Under Tree",1336,2826,154.99403189
0101000020E6100000698123C5107F52C02944DBE7CE4F4440,1352,C,2018-04-25 00:00:00+00,B042-DF0869,Active,B042,B042,2704,B-12,no,100040094,Gravesend Park,"In Shade, In Playground",1,B,"C, In Shade, In Playground",1337,3105,321.11019146
0101000020E6100000BBE568D8AB7452C08272FECBFB5F4440,1353,A,2018-04-30 00:00:00+00,Q300-DF0743,Active,Q300,Q300,2719,Q-07,no,100040096,Kissena Corridor Park,Under Tree,1,Q,"A, Under Tree",1338,1304,362.51038763
0101000020E61000008DDBAAB85F7E52C099DEC24920644440,1354,E Wheelchair,1899-11-30 00:00:00+00,M053-DF0005,Active,M053,M053,5,M-07,,100037399,Theodore Roosevelt Park,"In Shade, Under Tree",1,M,"E Wheelchair, In Shade, Under Tree",1339,359,55.4025541
0101000020E61000004C36010A387E52C0C5BA3A34F84C4440,1355,C,2018-02-12 00:00:00+00,B244-DF0663,Active,B244,B244,1659,B-15,yes,100039077,McDonald Playground,In Playground,1,B,"C, In Playground",1340,2944,325.77609175
0101000020E61000009E613B88BE7852C0783A542B485F4440,1356,A,2018-02-18 00:00:00+00,Q098-DF0576,Active,Q098,Q098,1988,Q-04,,100039388,Frank D. O'Connor Playground,"In Playground, Just Outside Playground",1,Q,"A, In Playground, Just Outside Playground",1341,2776,679.58152043
0101000020E61000006D8ACB0C787E52C08B606DD426534440,1357,A,2018-01-29 00:00:00+00,B130-DF0548,Active,B130,B130,877,B-07,yes,100038254,Greenwood Playground,In Playground,1,B,"A, In Playground",1342,2328,86.18424969
0101000020E610000011930CA7A47E52C0DD467982AE544440,1358,Bottle Filler High Low,2018-01-23 00:00:00+00,B073-DF0377,Active,B073,B073,483,B-19,no,100037822,Prospect Park,Out in Open,2,B,"Bottle Filler High Low, Out in Open",1343,328,564.43517825
0101000020E61000002D1186C6297652C0463B9F416B5C4440,1359,D,2018-02-08 00:00:00+00,Q207-DF0548,Active,Q207,Q207,1557,Q-06,no,100038972,MacDonald Park,Out in Open,1,Q,"D, Out in Open",1344,1116,327.01875927
0101000020E61000003CDC7939767852C004A8F9E7F95E4440,1360,D,2018-02-18 00:00:00+00,Q361-DF0574,Active,Q361,Q361,1986,Q-04,,100039316,Moore Homestead Playground,"Under Tree, Out in Open",1,Q,"D, Under Tree, Out in Open",1345,676,124.8180165
0101000020E610000065D42C542B7752C01483FF4CD25F4440,1361,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",1346,164,113.29586833
0101000020E610000067295C97FB7852C0631DDB55586E4440,1362,A,2018-02-13 00:00:00+00,X042-DF0218,Active,X042,X042,975,X-06,no,100038375,Rose Hill Park,"Under Tree, Out in Open",1,X,"A, Under Tree, Out in Open",1347,2740,684.03675656
0101000020E61000004CC01947FA7A52C067956ED9A15F4440,1363,A,2018-01-26 00:00:00+00,Q340-DF0086,Active,Q340,Q340,675,Q-02,no,100038087,Torsney Playground,Out in Open,1,Q,"A, Out in Open",1348,727,322.97548178
0101000020E6100000E61D03E4D27852C0274EA210126B4440,1364,Bottle Filler High Low,2018-02-12 00:00:00+00,X282-DF0317,Active,X282,X282,1633,X-03,yes,100039047,Seabury Park,"In Playground, Out in Open",2,X,"Bottle Filler High Low, In Playground, Out in Open",1349,2346,209.04888079
0101000020E610000058C258F78C7552C0213CEEE88B5B4440,1365,C,2018-02-06 00:00:00+00,Q304-DF0525,Active,Q304,Q304,1472,Q-06,no,100038800,Ehrenreich-Austin Playground,"Out in Open, Just Outside Playground",1,Q,"C, Out in Open, Just Outside Playground",1350,1549,298.36219036
0101000020E6100000B540EC56CE7E52C07816A543EB574440,1366,C,2018-01-25 00:00:00+00,B137-DF0438,Active,B137,B137,610,B-02,no,100038014,Sixteen Sycamores Playground,"In Playground, Out in Open",1,B,"C, In Playground, Out in Open",1351,80,393.98308418
0101000020E6100000C17EEBDC187F52C0D2BD260514564440,1367,E Wheelchair,2018-01-30 00:00:00+00,B111A-DF0573,Active,B111A,B111A,949,B-06,yes,100038333,Washington Park,In Playground,1,B,"E Wheelchair, In Playground",1352,2911,351.33180194
0101000020E6100000F4B9B134A07452C08D4581F5EA5F4440,1368,C,2018-01-26 00:00:00+00,Q300-DF0095,Active,Q300,Q300,685,Q-07,no,100038073,Kissena Corridor Park,Near Ballfield,1,Q,"C, Near Ballfield",1353,2101,313.83973183
0101000020E6100000A227CE056A7F52C0C9821954475D4440,1369,Trough,2018-03-12 00:00:00+00,M016-DF0302,Active,M016,M016,2479,M-03,no,100039793,Cooper Triangle,Out in Open,1,M,"Trough, Out in Open",1354,117,233.74223432
0101000020E610000008E13AA9A57C52C0098ACD5DB7514440,1370,C,2018-02-03 00:00:00+00,B250-DF0630,Active,B250,B250,1376,B-17,no,100038777,Nostrand Playground,"Out in Open, In Playground",1,B,"C, Out in Open, In Playground",1355,3101,230.79612906
0101000020E610000063B5EF0E387852C009743706F4604440,1371,D,2018-02-02 00:00:00+00,Q362-DF0351,Active,Q362,Q362,1229,Q-03,no,100038606,Playground Ninety,"Out in Open, In Playground",1,Q,"D, Out in Open, In Playground",1356,2310,234.32405744
0101000020E6100000B8EC7EFD177E52C03B930DB8024E4440,1372,C,2018-01-27 00:00:00+00,B128-DF0506,Active,B128,B128,778,B-12,,100038102,Colonel David Marcus Playground,"Under Tree, In Shade",1,B,"C, Under Tree, In Shade",1357,939,232.55217141
0101000020E61000003C321C8DB07552C0007E1CC8DC6F4440,1373,A,2018-01-21 00:00:00+00,X196-DF0040,Active,X196,X196,329,X-12,yes,100037720,Haffen Park,"Under Tree, In Shade",1,X,"A, Under Tree, In Shade",1358,1212,421.61094558
0101000020E6100000B505B244237652C0F033465799644440,1374,A,2018-02-27 00:00:00+00,Q457-DF0650,Active,Q457,Q457,2200,Q-07,no,100039516,College Point Park,Under Tree,1,Q,"A, Under Tree",1359,2960,99.36878241
0101000020E610000058DB9F523B7752C0DA4F2D6440694440,1375,D,1899-11-30 00:00:00+00,X204-DF0472,Active,X204,X204,3084,X-09,,100040407,Story Playground,,1,X,D,1360,2335,271.93302768
0101000020E610000015FAC2D06E6F52C0073DD047EE544440,1376,C,2018-05-07 00:00:00+00,Q008-DF0762,Active,Q008,Q008,2762,Q-13,no,100040133,Brookville Park,In Playground,1,Q,"C, In Playground",1361,1290,657.05693025
0101000020E61000006E7E750D087C52C0EDECB119B9664440,1377,E Wheelchair Child,2018-05-01 00:00:00+00,M285-DF0506,Active,M285,M285,2729,M-11,yes,100040109,Dr. Ronald E. McNair Playground,In Playground,2,M,"E Wheelchair Child, In Playground",1362,2402,362.44784377
0101000020E6100000072BC4FA827952C09AB3B01C4E694440,1378,C,2018-02-06 00:00:00+00,X211-DF0269,Active,X211,X211,1460,X-02,no,100038826,Stebbins Playground,In Playground,1,X,"C, In Playground",1363,1458,170.90816489
0101000020E6100000E3F5E63DED7552C01DE58C2F996B4440,1379,E Wheelchair Child,2018-01-20 00:00:00+00,X016-DF0027,Active,X016,X016,295,X-10,no,100037692,Owen F. Dolen Park,Out in Open,2,X,"E Wheelchair Child, Out in Open",1364,183,223.04889446
0101000020E6100000630EF5A9698052C082158210625D4440,1380,E Wheelchair,2018-05-29 00:00:00+00,M038-DF0617,Active,M038,M038,2916,M-02,yes,100040381,James J Walker Park,"Near Ballfield, In Shade",1,M,"E Wheelchair, Near Ballfield, In Shade",1365,433,404.03715048
0101000020E610000094AF2A7EDC7452C0C4D7F58BC4604440,1381,C,2018-03-02 00:00:00+00,Q211-DF0725,Active,Q211,Q211,2383,Q-07,no,100039777,Maple Playground,In Playground,1,Q,"C, In Playground",1366,2822,227.05884557
0101000020E610000097C311EC5E7952C0995FF3045E594440,1382,A,2018-06-06 00:00:00+00,Q302-DF0816,Active,Q302,Q302,2994,Q-05,no,100040385,Evergreen Park,Under Tree,1,Q,"A, Under Tree",1367,1152,167.32038607
0101000020E6100000FB7BA0C5528052C07379AE20385A4440,1383,Other,2018-03-24 00:00:00+00,M391-DF0333,Active,M391,M391,2526,M-01,no,100039977,East River Waterfront Esplanade,In Shade,2,M,"Other, In Shade",1368,2415,166.92192586
0101000020E6100000495F3949528052C0226D17A2705C4440,1384,A,2018-03-07 00:00:00+00,M222-DF0269,Active,M222,M222,2443,M-02,,100039829,Grand Canal Court,Under Tree,1,M,"A, Under Tree",1369,2323,234.85279396
0101000020E6100000ACB5D9157F7A52C019D1502246574440,1385,Other,2018-01-15 00:00:00+00,B110-DF0160,Active,B110,B110,170,B-16,yes,100037541,Marion Hopkinson Playground,Out in Open,1,B,"Other, Out in Open",1370,2601,313.2956992
0101000020E6100000FF1CA172437F52C0F4AE4BC4F55E4440,1386,E Wheelchair,2018-02-20 00:00:00+00,M052-DF0104,Active,M052,M052,2042,M-05,yes,100039417,Madison Square Park,"In Shade, Under Tree",1,M,"E Wheelchair, In Shade, Under Tree",1371,2028,217.05011983
0101000020E6100000D83E5CE69F7652C059089B4088584440,1387,A,2018-02-25 00:00:00+00,Q053-DF0629,Active,Q053,Q053,2141,Q-09,no,100039538,Equity Park,In Playground,1,Q,"A, In Playground",1372,1224,295.39856471
0101000020E61000007C5C0B91887F52C0C79DB270A7614440,1388,C,2018-02-26 00:00:00+00,M277-DF0139,Active,M277,M277,2151,M-04,no,100039563,Hell's Kitchen Park,"Under Tree, In Playground, Near Ballfield",1,M,"C, Under Tree, In Playground, Near Ballfield",1373,2448,105.72452461
0101000020E610000066A96901FF7952C023DC54B86C5F4440,1389,Other,2018-02-02 00:00:00+00,Q057-DF0371,Active,Q057,Q057,1249,Q-02,no,100038649,Sohncke Square,Out in Open,1,Q,"Other, Out in Open",1374,2002,426.79455483
0101000020E6100000D2B18D5E587A52C0D480E1BC61514440,1390,A,2018-01-23 00:00:00+00,B335-DF0392,Active,B335,B335,499,B-18,yes,100037831,Bildersee Playground,"Out in Open, Just Outside Playground",1,B,"A, Out in Open, Just Outside Playground",1375,1951,308.46056301
0101000020E610000008DC1CAD017E52C079187227CC654440,1391,A,2018-04-17 00:00:00+00,M229-DF0469,Active,M229,M229,2662,M-07,no,100040017,Happy Warrior Playground,"Under Tree, Near Ballfield, In Playground",1,M,"A, Under Tree, Near Ballfield, In Playground",1376,1342,208.32925893
