the_geom,cartodb_id,objectid,angle,site_id,status,type,street,xstreet1,xstreet2,side,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1047,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1040,721,131.26627436
0101000020E610000033192D0E3B7D52C0E0F1A80B875F4440,1048,51,14,LI-006,Installed,Type B,Center Boulevard,47 Avenue,46 Road,W,1041,31,202.09736994
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1049,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1042,89,16.92299939
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1050,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1043,89,16.92299939
0101000020E61000004B78761A997D52C0C6C429171D614440,1051,719,29,M15-013,Installed,Type D,1 Avenue,E 57 Street,E 58 Street,E,1044,219,103.57117884
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1052,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1045,517,4338.8134847
0101000020E61000002B9C529B5A8252C099A27E96CC514440,1053,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,1046,730,2527.28546777
0101000020E6100000898EDF6D487C52C08F8A9C1D3A664440,1054,1246,119,UM-064,Installed,Type B,E 116 Street,Lexington Avenue,Park Avenue,S,1047,433,277.88180458
0101000020E61000000C19E6AF317552C0EF64F416C64A4440,1055,2946,158,RW-014,Installed,Custom,Beach Channel Drive,Beach 108 Street,Rockaway Freeway,N,1048,729,724.51093485
0101000020E610000098BC0FC0158552C034A62158F74F4440,1056,1791,67.59,NS-018,Installed,Type B,Broad Street,Tompkins Avenue,Quinn Street,N,1049,573,5244.57252261
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1057,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1050,265,640.10455394
0101000020E61000004EC9E48D557F52C0142B5097954D4440,1058,3125,218.4,B82-040,Pending Sign,Type D,Bay Parkway,79 Street,78 Street,W,1051,792,1188.54450596
0101000020E6100000053C0340C07B52C0177A28EDB16C4440,1059,984,119,UM-001,Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S,1052,307,35.45028701
0101000020E61000004F7CD6776A7A52C0DC51BA6760514440,1060,3098,49.65,B82-015,Pending Sign,Type D,Flatlands Avenue,E 81 Street,E 80 Street,S,1053,776,27.82568671
0101000020E6100000F6309C41B97A52C0530DDE5370684440,1061,950,118.64,SX-008,Installed,Type B,E 149 Street,3 Avenue,Bergen Avenue,S,1054,296,51.22299886
0101000020E610000000CCF794EA7C52C0E0CE403DC0674440,1062,813,299,M60-029,Installed,Type D,W 125 Street,Frederick Douglass Boulevard,St. Nicholas Avenue,N,1055,257,84.18068703
0101000020E6100000B06A065DD77C52C0EFEC7EA1B14A4440,1063,2610,82.11,CI-019,Installed,Type B,Emmons Avenue,Sheepshead Bay Road,E 16 St,N,1056,659,555.2513495
0101000020E61000005CFFE6ACA77D52C082ACE718ED5A4440,1064,463,114.35,NR-022,Installed,Type B,Broadway,Bedford Avenue,Driggs Avenue,N,1057,167,10.53673158
0101000020E6100000E73E1BA6807E52C0D162A1B372504440,1065,2118,170.93,MW-002,Installed,Type B,McDonald Avenue,Parkville Avenue,Lawrence Avenue,E,1058,618,1409.67370291
0101000020E61000008D77434AF97952C0E963BE419D594440,1066,1869,79,RD-004,Installed,Type B,Myrtle Avenue,Cornelia Street,Cypress Avenue,S,1059,610,1116.253345
0101000020E6100000A14B898EB27E52C02189BD9F56524440,1067,2112,172.08,FB-010,Installed,Type B,McDonald Avenue,Church Avenue,Albemarle Road,W,1060,616,876.62385527
0101000020E6100000935823D2297D52C07EC42C66AB4C4440,1068,565,81.58,NR-124,Installed,Type B,Avenue U,E 16 Street,E 15 Street,N,1061,200,431.45206229
0101000020E6100000FA226A0A237852C0D7DC4F5C7E6F4440,1069,806,233.52,X41-014,Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W,1062,255,218.06719397
0101000020E610000054AB75EF557D52C0785A7D296E624440,1070,1665,29,UE-020,Pending Sign,Type B,2 Avenue,E 72 Street,E 73 Street,W,1063,558,85.48072283
0101000020E610000097F5F907307A52C04FB5399C7C694440,1071,2142,113.25,X6-017,Installed,Type D,E 163 Street,3 Avenue,Elton Avenue,S,1064,624,318.1571956
0101000020E6100000D4D5A261A07E52C0F24F2C3B86574440,1072,1002,27,DB-013,Installed,Type B,4 Avenue,Pacific Street,Atlantic Avenue,E,1065,311,906.69549585
0101000020E6100000D7D646F3507B52C0F63508D9464F4440,1073,1445,175.33,B46-014,Pending Sign,Type D,Utica Avenue,Avenue N,Avenue M,E,1066,506,43.10027339
0101000020E61000000F900BF6877F52C09B0A6F524D584440,1074,3257,110,DB-078,Pending Sign,Type B,Atlantic Avenue,Court Street,Clinton Street,N,1067,832,39.90076433
0101000020E6100000695D935F787B52C0D280463729524440,1075,1440,175.33,B46-017,Pending Sign,Type D,Utica Avenue,Avenue D,Foster Avenue,E,1068,501,14.25603265
0101000020E610000098BC0FC0158552C034A62158F74F4440,1076,1791,67.59,NS-018,Installed,Type B,Broad Street,Tompkins Avenue,Quinn Street,N,1069,573,5771.0202867
0101000020E61000006113D70BDB7C52C02A782418F6544440,1077,507,175.43,NR-066,Installed,Type B,Nostrand Avenue,Empire Boulevard,Sterling Street,E,1070,181,90.6142067
0101000020E610000044DEB2BA587D52C0B579C59AEB634440,1078,1394,119,M86-021,Installed,Type D,E 86 Street,Madison Avenue,Park Avenue,S,1071,476,42.59933068
0101000020E61000002203F1F7997F52C05AD58F5A114D4440,1079,3126,218.4,B82-041,Pending Sign,Type D,Bay Parkway,86 Street,85 Street,W,1072,793,1441.28847
0101000020E61000005BE079ED547B52C06089BC1FF9694440,1080,1036,129.89,SX-023,Installed,Type B,E 161 Street,River Avenue,Macombs Dam Bridge,S,1073,325,173.74538868
0101000020E61000000130A415A17852C0845E054D44534440,1081,3089,151.77,B82-020,Pending Sign,Type D,Pennsylvania Avenue,Vandalia Avenue,Croton Loop,W,1074,770,537.36344649
0101000020E6100000A905F632CC7E52C037C21DBF4B584440,1082,2944,158.75,DB-060,Installed,Type B,Flatbush Avenue Extension,Dekalb Avenue,Fulton Street,E,1075,728,442.70470851
0101000020E61000004DC41035DE8052C07E10A63324574440,1083,2950,44.83,SB-068,Installed,Custom,Red Hook Ferry Terminal,Clinton Wharf,,S,1076,731,1033.27917272
0101000020E6100000D4D5A261A07E52C0F24F2C3B86574440,1084,1002,27,DB-013,Installed,Type B,4 Avenue,Pacific Street,Atlantic Avenue,E,1077,311,712.70588109
0101000020E610000079721905947852C07BB93068BD5F4440,1085,1023,172.26,JH-002,Installed,Type B,82 Street,Roosevelt Avenue,37 Avenue,W,1078,318,205.77090269
0101000020E6100000B39F55FD377C52C0CB67DFDE1D5B4440,1086,1305,82.85,GW-012,Installed,Type B,Grand Street,Bushwick Avenue,Humboldt Street,S,1079,450,748.88053848
0101000020E6100000E156738F097E52C00F94ABC99D564440,1087,3,15,HB-016,Installed,Type A,Vanderbilt Avenue,Park Place,Sterling Place,W,1080,3,123.03413508
0101000020E6100000A7FBB8B4957952C0CFD0EB09AC594440,1088,1019,90,RD-003,Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N,1081,316,1612.8870358
0101000020E61000000AC5CF76518052C048667303405D4440,1089,1354,97.09,LM-180,Installed,Type B,W Houston Street,Varick Street,6 Avenue,S,1082,464,403.14027901
0101000020E6100000EDAA75E80C7D52C017EBC341354E4440,1090,3108,261.81,B82-035,Pending Sign,Type D,Kings Highway,Ocean Avenue,E 19 Street,N,1083,785,897.35872229
0101000020E61000008181978A1A7852C0457C6405826F4440,1091,785,37,X41-010,Sign Held,Type D,Webster Avenue,E 204 Street,E 205 Street,E,1084,243,174.06700752
0101000020E61000006113D70BDB7C52C02A782418F6544440,1092,507,175.43,NR-066,Installed,Type B,Nostrand Avenue,Empire Boulevard,Sterling Street,E,1085,181,180.80349967
0101000020E6100000149A374AC17752C0063FA9D8F45D4440,1093,2904,291.1,QWH-052,Installed,Type D,Queens Boulevard,59 Avenue,90 Street,N,1086,706,40.03617603
0101000020E61000001F19530D2C7F52C0F8FFF8789C584440,1094,3230,92,DB-076,Installed,Type B,Willoughby Street,Jay Street,Lawrence Street,N,1087,828,221.34944407
0101000020E610000098BC0FC0158552C034A62158F74F4440,1095,1791,67.59,NS-018,Installed,Type B,Broad Street,Tompkins Avenue,Quinn Street,N,1088,573,521.41955494
0101000020E6100000EE904458047D52C01C4BDDC434574440,1096,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,1089,9,204.17881351
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,1097,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,1090,28,706.96187268
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1098,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1091,517,4162.95693963
0101000020E61000003E0705B5677652C000A222E655584440,1099,2914,335.23,QWH-047,Installed,Type D,Woodhaven Boulevard,91 Avenue,90 Avenue,E,1092,716,601.54097774
0101000020E61000004DC34108447C52C06A8A9149CB5F4440,1100,71,154,LI-033,Installed,Type B,43 Avenue,27 Street,Crescent Street,E,1093,42,157.18875704
0101000020E61000008CD7F2F4017F52C06878079B9E494440,1101,1490,81.84,CI-003,Installed,Type C,Surf Avenue,W 17 Street,,C,1094,521,196.33785084
0101000020E6100000E2D2F6FACA7A52C02C72DA47A7694440,1102,1050,22.27,SX-034,Installed,Type B,Concourse Village East,E 161 Street,E 158 Street,W,1095,335,121.20700316
0101000020E610000098233D29DF7C52C0F1FEC3F19C644440,1103,3057,119,UE-098,Installed,Type B,E 96 Street,Lexington Avenue,Park Avenue,N,1096,756,185.47134068
0101000020E6100000B427C056CD7352C0B834946B394B4440,1104,2883,82.42,QWH-021,Installed,Type D,Rockaway Beach Boulevard,Beach 84 Street,Beach 81 Street,S,1097,693,149.77563037
0101000020E6100000B39F55FD377C52C0CB67DFDE1D5B4440,1105,1305,82.85,GW-012,Installed,Type B,Grand Street,Bushwick Avenue,Humboldt Street,S,1098,450,1119.28988144
0101000020E6100000B9E3C38C937E52C0739C1D806B5F4440,1106,108,119,M34-021,Installed,Type D,E 34 Street,3 Avenue,2 Avenue,S,1099,68,126.62860987
0101000020E6100000A7FBB8B4957952C0CFD0EB09AC594440,1107,1019,90,RD-003,Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N,1100,316,202.23340441
0101000020E610000002303C501A7B52C08F47D46AB0694440,1108,1047,23.85,SX-031,Installed,Type B,Grand Concourse,E 158 Street,E 161 Street,W,1101,332,50.47315222
0101000020E6100000A7A330C7F97952C0AC075906F9514440,1109,3096,229.65,B82-028,Pending Sign,Type D,Flatlands Avenue,Remsen Avenue,E 92 Street,N,1102,774,10.5704044
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,1110,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,1103,539,3148.64049248
0101000020E61000008461741AB57A52C035F354B7D36A4440,1111,945,36.31,SX-002,Installed,Type B,Grand Concourse,E 167 Street,E 168 Street,E,1104,292,346.42854375
0101000020E61000001EBB0E3EF57B52C091435D31F1664440,1112,1239,119,UM-057,Removed Sign/Footing (Permanent),Type B,E 125 Street,Lexington Avenue,3 Avenue,N,1105,428,23.29470104
0101000020E610000013ADD1417A7E52C0BFEC4CBFF2574440,1113,1003,117.71,DB-014,Installed,Type B,Fulton Street,Lafayette Avenue,Fort Greene Place,N,1106,312,72.73524251
0101000020E61000002509B70DB37E52C09C06961A54644440,1114,2703,119,UW-039,Installed,Type B,W 79 Street,Broadway,Amsterdam Avenue,N,1107,679,231.59020691
0101000020E61000008C54FE4F8B7752C06E2DCBF6905C4440,1115,2906,325.7,QWH-051,Installed,Type D,Woodhaven Boulevard,Penelope Avenue,63 Drive,E,1196,708,737.33876549
0101000020E6100000E4C285E4DF7252C0CF194F9E505A4440,1116,1366,154.17,JM-007,Installed,Type B,165 Street,Jamaica Avenue,89 Avenue,E,1108,468,1205.20541411
0101000020E6100000C3FFB7EE098052C0B8FEC66E425B4440,1117,3050,65.96,LM-232,Installed,Type B,Park Row,Pearl Street,Worth Street,S,1109,753,63.51085926
0101000020E61000008D77434AF97952C0E963BE419D594440,1118,1869,79,RD-004,Installed,Type B,Myrtle Avenue,Cornelia Street,Cypress Avenue,S,1110,610,915.92185241
0101000020E610000060C6C2A2CB7C52C0762E180C69564440,1119,25,4,BCM-034,Installed,Type B,Nostrand Avenue,St. Marks Avenue,Prospect Place,E,1111,19,307.90399738
0101000020E6100000F6881A4A3E7452C056E49A23C3594440,1120,2378,156.36,JM-033,Installed,Type B,Van Wyck Expressway,89 Avenue,91 Avenue,W,1112,638,1149.03487292
0101000020E6100000E156738F097E52C00F94ABC99D564440,1121,3,15,HB-016,Installed,Type A,Vanderbilt Avenue,Park Place,Sterling Place,W,1113,3,42.24361411
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1122,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1114,518,1640.95152854
0101000020E6100000166CE3FE387D52C0C85C905014684440,1123,812,209,M60-030,Installed,Type D,Amsterdam Avenue,La Salle Street,W 125 Street,W,1115,256,72.07995559
0101000020E6100000805891F6647D52C0644066B7625D4440,1124,1166,173,GW-011,Installed,Type A,West Street,Greenpoint Avenue,Milton Street,W,1116,387,824.99151747
0101000020E6100000D7678BBD6E7C52C07121DFA6DA644440,1125,3130,27.0649357538,UE-122,Installed,Fingerpost,2 Avenue,E 102 Street,E 101 Street,E,1117,796,110.69856822
0101000020E6100000935823D2297D52C07EC42C66AB4C4440,1126,565,81.58,NR-124,Installed,Type B,Avenue U,E 16 Street,E 15 Street,N,1118,200,654.92210066
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1127,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1119,763,12.59101677
0101000020E6100000154DF638CB7A52C05DCB07BAAC6E4440,1128,1189,29,UM-007,Installed,Type B,10 Avenue,W 207 Street,Post Avenue,E,1120,403,290.77792369
0101000020E61000009FA0EA99877A52C00986232C126C4440,1129,1465,119,SX-062,Installed,Type B,E Mount Eden Avenue,Jerome Avenue,Townsend Avenue,N,1121,513,239.98516373
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,1130,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,1122,175,246.37943922
0101000020E6100000B7422B8CAC7C52C0D91796A98E674440,1131,2651,29,UM-138,Pending Sign,Type B,Adam Clayton Powell Jr Boulevard,W 125 Street,W 126 Street,E,1123,665,223.05335645
0101000020E6100000DAC50EAFBD7F52C072AF1823465F4440,1132,1847,299,M23-012,Installed,Type D,W 23 Street,7 Avenue,8 Avenue,N,1124,597,300.32343876
0101000020E6100000DB472208E37C52C09E8DB78E10524440,1133,165,355.5,B44-016,Installed,Type D,Rogers Avenue,Avenue D,Clarendon Road,E,1125,95,328.56529887
0101000020E61000002B9C529B5A8252C099A27E96CC514440,1134,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,1126,730,2344.40105313
0101000020E6100000369A19D54E7D52C0B37005CFE8614440,1135,720,29,M15-014,Installed,Type D,1 Avenue,E 67 Street,E 68 Street,E,1127,220,178.80382739
0101000020E610000005B691BA867D52C052CA7E104B614440,1136,2991,119,UE-058,Installed,Type B,E 60 Street,1 Avenue,York Avenue,S,1128,743,74.9883195
0101000020E61000004DC41035DE8052C07E10A63324574440,1137,2950,44.83,SB-068,Installed,Custom,Red Hook Ferry Terminal,Clinton Wharf,,S,1129,731,1124.91607619
0101000020E610000015648D367D7C52C083FF15B366664440,1138,3059,119,UM-143,Installed,Type B,E 116 Street,Madison Avenue,5 Avenue,S,1130,757,303.83357186
0101000020E61000008C46A1CA997D52C00BD693A760514440,1139,531,171.6,NR-090,Installed,Type B,E 16 Street,Newkirk Avenue,Foster Avenue,W,1131,193,478.0070863
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,1140,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,1132,539,3516.44640022
0101000020E61000002E64E2CF6F7D52C0FEF1DEF1FC494440,1141,2609,74.32,CI-018,Installed,Type B,Brighton Beach Avenue,Coney Island Avenue,Brighton 7 Street,N,1133,658,45.29822284
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,1142,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,1134,28,599.39080071
0101000020E6100000DDF0305AD47952C05BD1B4A3D1564440,1143,1322,349.12,BV-004,Installed,Type C,Van Sinderen Avenue,Fulton Street,Truxton Street,W,1135,456,1214.36601518
0101000020E6100000861C0EC8447E52C0AE56B09778654440,1144,1273,29,UW-012,Installed,Type B,Broadway,W 93 Street,W 94 Street,E,1136,444,419.85880189
0101000020E6100000FE13751E047C52C020877CEEF6664440,1145,1240,119,UM-058,Installed,Type B,E 125 Street,Lexington Avenue,Park Avenue,S,1137,429,73.90554412
0101000020E61000004902A0E73C7E52C01BBF85EC544D4440,1146,3080,97.5,B82-006,Installed,Type D,Kings Highway,McDonald Avenue,Dahill Road,S,1138,764,805.72266323
0101000020E61000002E6CCFAB9B7852C03CFF021248534440,1147,3088,331.77,B82-024,Installed,Type D,Pennsylvania Avenue,Vandalia Avenue,Delmar Loop,E,1139,769,911.00714024
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1148,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1140,721,2039.70284323
0101000020E6100000B7422B8CAC7C52C0D91796A98E674440,1149,2651,29,UM-138,Pending Sign,Type B,Adam Clayton Powell Jr Boulevard,W 125 Street,W 126 Street,E,1141,665,197.18623235
0101000020E61000008CD7F2F4017F52C06878079B9E494440,1150,1490,81.84,CI-003,Installed,Type C,Surf Avenue,W 17 Street,,C,1142,521,676.1693473
0101000020E610000016A60089407952C0254D442A5A6E4440,1151,954,98.97,FR-005,Installed,Type B,E Fordham Road,E Kingsbridge Road,Valentine Avenue,N,1143,299,187.80894408
0101000020E6100000E2A6AB3E247C52C0D4D50BCEF06A4440,1152,1211,170.59,UM-030,Installed,Type B,St. Nicholas Avenue,W 162 Street,W 161 Street,W,1144,419,234.25871587
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,1153,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,1145,28,490.53351539
0101000020E61000009E3E57CB2A7F52C0F62CF03B4E5C4440,1154,1862,21.4,LM-187,Installed,Type A,Essex Street,Stanton Street,East Houston Street,W,1146,605,63.8590302
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1155,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1147,518,130.80526479
0101000020E61000005244A670F57252C03D8CE66B9F4B4440,1156,2867,250.84,QWH-035,Installed,Type D,Rockaway Beach Boulevard,Beach 67 Street,Beach 69 Street,N,1148,687,650.93397558
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,1157,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,1149,28,584.74172909
0101000020E6100000283166283A7D52C013C8FFC146564440,1158,19,15,BCM-047,Installed,Type B,Franklin Avenue,Park Place,Sterling Place,E,1150,15,305.23568237
0101000020E6100000B596FF32D17752C017FAAD1575564440,1159,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,1151,849,875.58266616
0101000020E610000038F3E92E587A52C0C1C0128AF16B4440,1160,1466,14.3,SX-063,Pending Sign,Type B,Grand Concourse,Mount Eden Parkway,E 173 Street,E,1152,514,135.26188851
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1161,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1153,518,1225.39626352
0101000020E61000005B19E3CFB67452C0A1D0A6C1E2614440,1162,3721,81.2,FG-086,Pending Blades,Fingerpost,Northern Boulevard,Parsons Boulevard,Union Street,N,1154,851,360.5525
0101000020E6100000E409972A797E52C0151FE411EE634440,1163,3227,118.73,UW-069,Installed,Type B,W 77 Street,Columbus Avenue,Central Park West,N,1155,826,61.34383792
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1164,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1156,721,1206.75874115
0101000020E610000031BA5D9D737B52C0DAEDD872FB564440,1165,1429,215.02,B46-004,Installed,Type D,Malcolm X Boulevard,Fulton Street,Marion Street,W,1157,491,572.7537072
0101000020E6100000E9ABC3324F7452C0B0107A0EEB594440,1166,2377,89.5,JM-032,Installed,Type B,Jamaica Avenue,Metropolitan Avenue,Van Wyck Expressway,N,1158,637,1259.3144925
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1167,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1159,763,922.95488486
0101000020E610000077A33FA1877B52C08A782D262C584440,1168,1428,351.4,B46-024,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,E,1160,490,480.54188122
0101000020E61000008535CF27737752C01B477AB851704440,1169,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1161,442,3098.98741574
0101000020E610000016503F73C57A52C0F8F069C195554440,1170,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1162,449,836.07209893
0101000020E6100000088A4F1E857752C0E864BF48E06A4440,1171,1542,111.23,Q44-033,Installed,Type D,Cross Bronx Expressway,Beach Avenue,St. Lawrence Avenue,S,1163,541,888.91022358
0101000020E61000008B5DF26F7E7952C0FAC589DB066D4440,1172,1350,26.1,X41-027,Pending Sign,Type D,Webster Avenue,E 180 Street,E 179 Street,E,1164,462,912.63377395
0101000020E6100000B6EC42FA0C7D52C0F7C0D7401A5F4440,1173,604,14,LI-002,Installed,Type A,Vernon Boulevard,50 Avenue,49 Avenue,W,1165,205,193.69641538
0101000020E6100000F7B23D39FA7B52C0CC2F055E5E5F4440,1174,68,99,LI-016,Installed,Type B,Thomson Avenue,30 Street,30 Place,S,1166,40,1105.13680401
0101000020E6100000369A19D54E7D52C0B37005CFE8614440,1175,720,29,M15-014,Installed,Type D,1 Avenue,E 67 Street,E 68 Street,E,1167,220,359.81618929
0101000020E6100000DFA80233DF7D52C041E85E38F7664440,1176,1278,29,UW-017,Installed,Type B,Broadway,W 110 Street,W 111 Street,W,1168,445,154.62421951
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1177,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1169,265,793.46366274
0101000020E61000005244A670F57252C03D8CE66B9F4B4440,1178,2867,250.84,QWH-035,Installed,Type D,Rockaway Beach Boulevard,Beach 67 Street,Beach 69 Street,N,1170,687,14.73413359
0101000020E610000031265251997F52C078EACF1F5F5B4440,1179,98,84,CH-044,Installed,Type A,East Broadway,Forsyth Street,Pike Street,N,1171,61,32.1167382
0101000020E6100000F7B23D39FA7B52C0CC2F055E5E5F4440,1180,68,99,LI-016,Installed,Type B,Thomson Avenue,30 Street,30 Place,S,1172,40,1036.3277678
0101000020E61000005004082C8D7B52C034BB88D562534440,1181,1438,175.4,B46-008,Pending Sign,Type D,Utica Avenue,Church Avenue,Snyder Avenue,W,1173,499,187.52031543
0101000020E6100000ACED14CBD97752C04FB86CF4AE6B4440,1182,3128,26.5,EX-002,Installed,Type B,Morris Park Avenue,E 180 Street,Adams Street,W,1174,795,1455.12991035
0101000020E6100000716D58D5C27852C0DF02ED67515F4440,1183,2897,119,QWH-003,Installed,Type D,Broadway,78 Street,79 Street,S,1175,700,222.40135466
0101000020E6100000088BE8E9C68952C0EA23EEBC86514440,1184,1346,84.67,NS-001,Pending Sign,Type A,Richmond Terrace,Van Name Avenue,Mariners Lane,N,1176,459,934.3752004
0101000020E610000035F53F90F07D52C0624CD2B284574440,1185,2858,105.45,DB-058,Installed,Type B,Fulton Street,Vanderbilt Avenue,Clinton Avenue,N,1177,684,37.92120745
0101000020E6100000B74555B5038052C0FC1F314AEA5B4440,1186,86,133,CH-033,Installed,Type B,Canal Street,Centre Street,Lafayette Street,S,1178,54,49.09854317
0101000020E610000090349AF6667852C00338FE25D6594440,1187,1017,84.11,RD-001,Installed,Type B,Myrtle Avenue,70 Street,69 Place,S,1179,314,489.69660811
0101000020E6100000D7D646F3507B52C0F63508D9464F4440,1188,1445,175.33,B46-014,Pending Sign,Type D,Utica Avenue,Avenue N,Avenue M,E,1180,506,43.10027339
0101000020E6100000369A19D54E7D52C0B37005CFE8614440,1189,720,29,M15-014,Installed,Type D,1 Avenue,E 67 Street,E 68 Street,E,1181,220,132.41009774
0101000020E61000003D4BE45DE97C52C0B5D2E7A670584440,1190,161,171.39,B44-030,Installed,Type D,Nostrand Avenue,DeKalb Avenue,Kosciuszko Street,W,1182,92,31.8372881
0101000020E6100000A3116280F57C52C09B19E12233664440,1191,1244,29,UM-062,Installed,Type B,Lenox Avenue,Central Park North,W 111 Street,W,1183,431,325.78010488
0101000020E6100000B53B15CC688052C0E4643942865C4440,1192,579,8,HS-133,Installed,Type B,Varick Street,Canal Street,Grand Street,W,1184,202,17.79370245
0101000020E61000002C6E9906B77C52C0FDCB18AB226A4440,1193,3412,29.0006,UM-154,Pending Sign,Type B,Broadway,W 149 Street,W 150 Street,W,1185,844,172.77901538
0101000020E6100000D7BD2C518E7F52C05202B9B407614440,1194,3294,209,MT-231,Pending Sign,Type B,9 Avenue,W 41 Street,W 42 Street,W,1186,837,262.43618047
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1195,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1187,89,16.92299939
0101000020E61000000FEA57E3147D52C08C32890CB9634440,1196,1176,299,M86-003,Pending Sign,Type D,E 86 Street,3 Avenue,Lexington Avenue,N,1188,391,29.50068366
0101000020E61000000130A415A17852C0845E054D44534440,1197,3089,151.77,B82-020,Pending Sign,Type D,Pennsylvania Avenue,Vandalia Avenue,Croton Loop,W,1189,770,363.70864425
0101000020E61000005BE079ED547B52C06089BC1FF9694440,1198,1036,129.89,SX-023,Installed,Type B,E 161 Street,River Avenue,Macombs Dam Bridge,S,1190,325,779.36040462
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1199,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1191,517,4186.38260721
0101000020E6100000FEB671C38B7D52C0BCD5E475BD4D4440,1200,3081,64.35,B82-007,Pending Sign,Type D,Kings Highway,Coney Island Avenue,E 12 Street,S,1192,765,658.18686107
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1201,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1193,763,1078.50804586
0101000020E6100000D02C89F12F7C52C0A6E94DE80A574440,1202,502,171.45,NR-061,Installed,Type B,Throop Avenue,Fulton Street,Decatur Street,W,1194,179,961.02620808
