the_geom,cartodb_id,cb_link_id,borough,community_board,council_district,latitude,longitude,project_status,smallest_ppt,street_address,postcode,link_site_id,link_smoke_tested_and_activated_a,link_installation_a,neighborhood_tabulation_area_nta,building_identification_number_bin,borough_block_lot_bbl,census_tract_ct,cross_street_1,cross_street_2,ixn_corner,gf_permit_application_id,location,x_coordinate,y_coordinate,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000003A03232F6B7952C0E3C798BB96564440,984,LINK-021926,Brooklyn,305,37,40.676475,-73.897167,Live,145932,62 PENNSYLVANIA AVENUE,11207,bk-05-145932,2/6/18,9/17/17,East New York,3083275,3036690026,3119800,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,81903,"(40.67647467, -73.89716745)","1,012,773.55","185,751.12",976,1152,3422.287561
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,985,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",977,1163,3670.757132
0101000020E6100000A647533D997C52C05E0EBBEF185C4440,986,LINK-020768,Brooklyn,301,33,40.719511,-73.946853,Live,145858,434 MANHATTAN AVENUE,11222,bk-01-145858,8/15/17,6/30/17,Greenpoint,3067915,3027240007,3049900,BAYARD STREET,MEEKER AVENUE,SE,81739,"(40.719511, -73.946853)","998,982.33","201,418.25",978,781,163.7305946
0101000020E610000092AE997CB37252C07C26FBE7695A4440,987,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",979,1588,5553.584431
0101000020E6100000A2B60DA3207A52C0FBCC599F72684440,988,LINK-013042,Bronx,201,8,40.815998,-73.908242,Live,123210,660 WESTCHESTER AVENUE,10455,bx-01-123210,6/26/18,5/17/18,Melrose South-Mott Haven North,2004431,2026230198,2007300,JACKSON AVENUE,TRINITY AVENUE,SW,,"(40.81599771, -73.90824221)","1,009,648.40","236,580.40",980,1219,1652.80904
0101000020E610000032CC09DAE47D52C0836BEEE87F574440,989,LINK-018067,Brooklyn,302,35,40.683591,-73.967093,Live,145747,907 FULTON STREET,11238,bk-02-145747,5/1/17,2/27/17,Clinton Hill,3056600,3019760018,3019900,CLINTON AVENUE,VANDERBILT AVENUE,NW,81480,"(40.683591, -73.967093)","993,376.73","188,328.77",981,1722,445.510882
0101000020E61000009A7D1EA33C7D52C0419DF2E846564440,990,LINK-018095,Brooklyn,308,35,40.674039,-73.956826,Live,146084,720 FRANKLIN AVENUE,11238,bk-08-146084,6/18/18,4/28/18,Crown Heights North,3029279,3011680051,3021700,PARK PLACE,STERLING PLACE,MIDBLOCK,81505,"(40.67403887, -73.95682638)","996,225.88","184,849.89",982,564,85.18704762
0101000020E6100000E08101840F7C52C0CAFACDC474594440,991,LINK-000008,Brooklyn,304,34,40.698876,-73.938447,Live,103731,849 BROADWAY,11206,bk-04-103731,7/27/18,4/10/18,Bushwick South,3071735,3031340004,3038900,PARK AVENUE,LOCUST STREET,MIDBLOCK,,"(40.69887623, -73.93844701)","1,001,317.75","193,901.91",983,678,293.3329084
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,992,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",984,1163,2363.687297
0101000020E6100000172CD505BC7952C0E10CFE7E316F4440,993,LINK-018402,Bronx,208,14,40.868698,-73.902101,Live,145850,119 WEST KINGSBRIDGE ROAD,10468,bx-08-145850,8/1/17,6/10/17,Van Cortlandt Village,2015261,2032480057,2026701,UNIVERSITY AVENUE,WEBB AVENUE,NE,81646,"(40.86869849, -73.9021009)","1,011,326.85","255,783.10",985,820,952.1452933
0101000020E6100000C79BFC169D7F52C0293FA9F6E95E4440,994,LINK-011105,Manhattan,104,3,40.741515,-73.993963,Live,135464,655 6 AVENUE,10011,mn-04-135464,10/18/18,2/24/18,Hudson Yards-Chelsea-Flatiron-Union Square,1087522,1007967504,1008700,WEST 21 STREET,WEST 20 STREET,SW,,"(40.74151493, -73.9939631)","985,922.87","209,430.56",986,543,43.75636539
0101000020E61000008597E0D4077D52C052448655BC514440,995,LINK-000022,Brooklyn,317,45,40.63856,-73.953603,Live,126527,1339 FLATBUSH AVENUE,11226,bk-17-126527,5/11/18,12/18/17,Erasmus,3120360,3052110064,3079000,FOSTER STREET,BEDFORD STREET,NE,,"(40.63855961, -73.95360324)","997,126.79","171,924.27",987,970,479.2942101
0101000020E610000010070951BE7552C0F19E03CB115C4440,996,LINK-001125,Queens,406,29,40.719293,-73.839741,Live,124180,110-44 QUEENS BOULEVARD,11375,qu-06-124180,7/29/16,7/20/16,Forest Hills,4078798,4032920015,4076901,ASCAN AVENUE,73 ROAD,SE,,"(40.719293, -73.839741)","1,028,673.86","201,375.00",988,476,3766.16075
0101000020E61000006B662D05A47D52C0C6C03A8E1F624440,997,LINK-000833,Manhattan,108,4,40.766588,-73.963136,Live,120978,166 EAST 67 STREET,10065,mn-08-120978,7/12/17,6/10/17,Upper East Side-Carnegie Hill,1042464,1014010033,1012000,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.76658802, -73.96313599)","994,461.47","218,567.59",989,1516,141.3000073
0101000020E61000007A1A3048FA7952C0E960FD9FC3564440,998,LINK-021933,Brooklyn,316,37,40.677845,-73.905901,Live,145930,41 SACKMAN STREET,11233,bk-16-145930,1/5/18,9/17/17,Ocean Hill,3042307,3015540001,3036700,FULTON STREET,HERKIMER STREET,SE,81908,"(40.67784547, -73.90590131)","1,010,350.43","186,247.81",990,610,2073.47122
0101000020E61000008F6CAE9AE77E52C06E3315E2915E4440,999,LINK-000374,Manhattan,106,2,40.738827,-73.982886,Live,121490,201 EAST 23 STREET,10010,mn-06-121490,4/24/18,10/28/17,Gramercy,1082135,1009040001,1006400,3 AVENUE,2 AVENUE,NE,,"(40.738827, -73.982886)","988,992.62","208,451.67",991,164,22.07401648
0101000020E6100000008E3D7B2E7C52C0580053060E664440,1000,LINK-000906,Manhattan,111,8,40.797303,-73.940337,Live,120229,2105 3 AVENUE,10029,mn-11-120229,3/22/16,2/22/16,East Harlem North,1052515,1016650001,1018800,EAST 115 STREET,EAST 116 STREET,NE,,"(40.797303, -73.940337)","1,000,769.26","229,761.58",992,1035,63.48236455
0101000020E61000003579CA6ABA7F52C0B9895A9A5B574440,1001,LINK-000052,Brooklyn,306,39,40.682483,-73.995753,Live,126394,343 COURT STREET,11231,bk-06-126394,11/21/17,8/10/17,Carroll Gardens-Columbia Street-Red Hook,3007004,3004280001,3007500,UNION STREET,SACKETT STREET,NE,,"(40.68248292, -73.99575348)","985,427.79","187,923.38",993,1006,1449.476747
0101000020E61000005704FF5BC97A52C029E78BBD175F4440,1002,LINK-001152,Queens,402,26,40.742912,-73.91854,Live,124947,46-02 QUEENS BOULEVARD,11104,qu-02-124947,2/2/17,11/5/16,Hunters Point-Sunnyside-West Maspeth,4533708,4001520007,4023500,46 STREET,47 STREET,SE,,"(40.742912, -73.91854)","1,006,822.75","209,950.00",994,504,79.36966335
0101000020E61000004415FE0C6F7852C009168733BF604440,1003,LINK-001473,Queens,403,25,40.755835,-73.881778,Live,125399,85-10 NORTHERN BOULEVARD,11372,qu-03-125399,6/28/18,4/28/18,Jackson Heights,4035201,4014330003,4028100,86 STREET,85 STREET,SW,,"(40.755835, -73.881778)","1,017,003.23","214,669.87",995,1074,445.6578573
0101000020E61000002F36AD14027C52C0452A8C2D04574440,1004,LINK-018117,Brooklyn,303,36,40.679815,-73.937627,Live,145760,1591 FULTON STREET,11216,bk-03-145760,4/10/17,3/2/17,Stuyvesant Heights,3053698,3018590033,3027300,MARCUS GARVEY BOULEVARD,ALBANY AVENUE,NW,81527,"(40.67981536, -73.937627)","1,001,550.07","186,957.64",996,311,1002.378711
0101000020E610000059349D9D0C7B52C0DF1B4300706A4440,1005,LINK-005435,Bronx,204,8,40.831543,-73.922645,Live,145687,1049 GERARD AVENUE,10452,bx-04-145687,1/17/17,8/27/16,West Concourse,2002938,2024770015,2019500,EAST 165 STREET,EAST 164 STREET,SW,81371,"(40.831543, -73.92264499)","1,005,656.74","242,240.26",997,963,376.5161137
0101000020E6100000E08101840F7C52C0CAFACDC474594440,1006,LINK-000008,Brooklyn,304,34,40.698876,-73.938447,Live,103731,849 BROADWAY,11206,bk-04-103731,7/27/18,4/10/18,Bushwick South,3071735,3031340004,3038900,PARK AVENUE,LOCUST STREET,MIDBLOCK,,"(40.69887623, -73.93844701)","1,001,317.75","193,901.91",998,678,1657.14099
0101000020E61000004548DDCEBE7E52C0E1F1ED5D835E4440,1007,LINK-012714,Manhattan,106,2,40.738384,-73.980396,Live,138795,416 2 AVENUE,10010,mn-06-138795,1/3/18,9/28/17,Gramercy,1084709,1009290001,1006400,EAST 24 STREET,EAST 23 STREET,SE,,"(40.73838376, -73.98039603)","989,682.68","208,290.33",1000,455,309.534959
0101000020E6100000E2900DA48B7D52C065AA605452574440,1008,LINK-018071,Brooklyn,302,35,40.6822,-73.961648,Live,145793,464 GRAND AVENUE,11238,bk-02-145793,5/19/17,3/6/17,Clinton Hill,3057641,3020140033,3020100,FULTON STREET,LEFFERTS PLACE,NW,81471,"(40.68219957, -73.9616482)","994,887.06","187,822.45",1001,614,39.34347887
0101000020E610000010070951BE7552C0F19E03CB115C4440,1009,LINK-001125,Queens,406,29,40.719293,-73.839741,Live,124180,110-44 QUEENS BOULEVARD,11375,qu-06-124180,7/29/16,7/20/16,Forest Hills,4078798,4032920015,4076901,ASCAN AVENUE,73 ROAD,SE,,"(40.719293, -73.839741)","1,028,673.86","201,375.00",1002,476,3758.633912
0101000020E6100000323B8BDEA97C52C0984EEB36A8694440,1010,LINK-001705,Manhattan,109,7,40.825446,-73.947868,Live,100210,501 WEST 145 STREET,10031,mn-09-100210,2/1/17,8/19/16,Hamilton Heights,1061939,1020770029,1022900,AMSTERDAM AVENUE,BROADWAY,NW,,"(40.825446, -73.947868)","998,678.00","240,013.74",1003,1832,29.51429446
0101000020E6100000E38C614ED07C52C08597E0D407564440,1011,LINK-019368,Brooklyn,308,35,40.672114,-73.950214,Live,145832,737 NOSTRAND AVENUE,11216,bk-08-145832,4/28/17,3/24/17,Crown Heights North,3031977,3012480107,3031702,STERLING PLACE,ST JOHNS PLACE,MIDBLOCK,81693,"(40.67211449, -73.9502139)","998,060.50","184,149.76",1004,522,696.7833161
0101000020E6100000A73D25E7C47E52C0EEED96E4805D4440,1012,LINK-013817,Manhattan,103,2,40.730496,-73.980768,Live,122031,440 EAST 14 STREET,10009,mn-03-122031,7/21/17,4/2/17,East Village,1006019,1004410029,1003400,AVENUE A,1 AVENUE,SW,,"(40.730496, -73.980768)","989,580.23","205,416.55",1005,1008,847.9066069
0101000020E610000087DBA161317952C031CD74AF93604440,1013,LINK-001362,Queens,403,25,40.754507,-73.893639,Live,134030,73-02 NORTHERN BOULEVARD,11372,qu-03-134030,6/20/18,4/28/18,Jackson Heights,4028633,4012460001,4028900,73 STREET,74 STREET,SE,,"(40.754507, -73.893639)","1,013,717.75","214,181.82",1006,1334,71.58998502
0101000020E610000086E3F90CA87A52C059A65F22DE564440,1014,LINK-002345,Brooklyn,303,41,40.678654,-73.916507,Live,126647,1961 FULTON STREET,11233,bk-03-126647,2/24/17,11/11/16,Stuyvesant Heights,3041785,3015360001,3037900,SARATOGA AVENUE,HULL STREET,NW,,"(40.678654, -73.916507)","1,007,408.42","186,539.40",1007,725,2316.128348
0101000020E61000008DB454DE8E7752C0B3EC496073584440,1015,LINK-021914,Brooklyn,305,37,40.691021,-73.868095,Live,126737,2 ELDERT LANE,11208,bk-05-126737,3/28/18,9/23/17,Cypress Hills-City Line,3091371,3041120056,3118202,JAMAICA AVENUE,87 AVENUE,SW,,"(40.69102143, -73.86809486)","1,020,829.68","191,061.72",1008,1765,1784.528878
0101000020E6100000240B98C0AD7D52C090831266DA564440,1016,LINK-021689,Brooklyn,308,35,40.67854,-73.96373,Live,145920,751 BERGEN STREET,11238,bk-08-145920,1/5/18,8/31/17,Prospect Heights,3027979,3011400056,3020300,WASHINGTON AVENUE,GRAND AVENUE,NE,81853,"(40.67854, -73.96373)","994,310.21","186,488.92",1009,1066,155.4667572
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,1017,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",1010,399,2022.364541
0101000020E610000068B0A9F3A87B52C04833164D67534440,1060,LINK-011626,Brooklyn,317,45,40.65159,-73.932187,Live,126271,4802 CHURCH AVENUE,11203,bk-17-126271,7/24/18,11/17/17,East Flatbush-Farragut,3102784,3046960001,3086000,EAST 48 STREET,EAST 49 STREET,SE,,"(40.65159, -73.932187)","1,003,066.90","176,675.47",1053,912,2399.042649
0101000020E6100000EB36A8FDD67E52C0B0AF75A911584440,1018,LINK-018057,Brooklyn,302,33,40.688039,-73.981872,Live,145811,322 LIVINGSTON STREET,11217,bk-02-145811,4/28/17,3/31/17,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000511,3001660032,3003700,NEVINS STREET,HANOVER PLACE,SW,81474,"(40.68803876, -73.98187215)","989,277.41","189,948.03",1011,652,19.35789334
0101000020E610000049D6E1E82A7752C0C5AEEDED96584440,1019,LINK-013299,Queens,409,32,40.692106,-73.861994,Live,126733,80-10 JAMAICA AVENUE,11421,qu-09-126733,8/7/17,6/24/17,Woodhaven,4183699,4089190001,4001000,80 STREET,FOREST PARKWAY,SE,,"(40.69210611, -73.86199361)","1,022,521.04","191,459.51",1012,709,15.0039308
0101000020E6100000650113B8758052C09EEE3CF19C5B4440,1020,LINK-000570,Manhattan,101,1,40.715727,-74.007185,Installed,108151,183 CHURCH STREET,10007,mn-01-108151,,6/20/18,SoHo-TriBeCa-Civic Center-Little Italy,1001642,1001500015,1003300,DUANE STREET,READE STREET,MIDBLOCK,,"(40.7157269, -74.00718506)","982,258.19","200,035.20",1013,1591,374.6164933
0101000020E610000035B6D782DE7B52C0C119FCFD626C4440,1021,LINK-011299,Manhattan,112,10,40.846771,-73.935456,Live,120646,1340 ST. NICHOLAS AVENUE,10033,mn-12-120646,2/20/18,12/6/17,Washington Heights South,1063231,1021330060,1026100,WEST 177 STREET,WEST 178 STREET,NE,,"(40.846771, -73.935456)","1,002,107.41","247,785.52",1014,1689,33.08703918
0101000020E6100000899B53C9008052C0BC067DE9ED5B4440,1022,LINK-010708,Manhattan,102,1,40.718198,-74.000048,Live,122330,241 CANAL STREET,10013,mn-02-122330,5/19/17,3/18/17,SoHo-TriBeCa-Civic Center-Little Italy,1002675,1002080019,1004500,CENTRE STREET,LAFAYETTE STREET,NW,,"(40.71819776, -74.000048)","984,236.69","200,935.33",1015,73,165.1471167
0101000020E610000059DE550F987C52C017D4B7CCE9504440,1023,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",1016,622,3552.549022
0101000020E610000044F81741637D52C08907944DB95A4440,1024,LINK-013485,Brooklyn,301,33,40.70878,-73.959183,Live,126207,268 BROADWAY,11211,bk-01-126207,1/31/18,11/17/17,North Side-South Side,3334852,3021410001,3052500,HAVEMEYER STREET,MARCY AVENUE,SE,,"(40.70877985, -73.95918257)","995,566.40","197,506.74",1017,294,41.59478005
0101000020E61000008B36C7B94D7D52C064062AE3DF5B4440,1025,LINK-000029,Brooklyn,301,33,40.71777,-73.957869,Live,140988,182 BEDFORD AVENUE,11249,bk-01-140988,1/29/19,11/3/17,North Side-South Side,3062079,3023270022,3055300,NORTH 7 STREET,NORTH 6 STREET,SW,,"(40.71777024, -73.95786908)","995,928.98","200,782.38",1018,551,285.7465791
0101000020E610000067994528B67252C092B245D26E5A4440,1026,LINK-001821,Queens,412,27,40.706507,-73.792368,Live,141536,168-03 JAMAICA AVENUE,11432,qu-12-141536,9/28/16,8/18/16,Jamaica,4209645,4097990022,4046000,168 STREET,168 PLACE,NE,,"(40.706507, -73.792368)","1,041,816.70","196,744.26",1019,1061,6830.521977
0101000020E6100000D270CADC7C7E52C050508A56EE574440,1027,LINK-002533,Brooklyn,302,35,40.686961,-73.976371,Live,126807,56 LAFAYETTE AVENUE,11217,bk-02-126807,1/9/17,11/11/16,Fort Greene,3059247,3021130022,3003500,FORT GREENE PLACE,ST FELIX STREET,SE,,"(40.68696059, -73.97637079)","990,803.21","189,555.58",1020,943,58.80076703
0101000020E61000009F3D97A9498552C02383DC45984C4440,1028,LINK-001757,Staten Island,502,50,40.598397,-74.082621,Live,145522,1177 HYLAN BOULEVARD,10305,si-02-145522,2/28/17,1/31/17,Old Town-Dongan Hills-South Beach,5047160,5032080020,5009601,WOODLAWN AVENUE,WINFIELD AVENUE,NW,,"(40.59839673, -74.08262136)","961,305.77","157,299.29",1021,1585,4970.043608
0101000020E6100000E2E995B20C7852C0AD31E884D05F4440,1029,LINK-012786,Queens,403,21,40.748551,-73.875775,Live,136305,90-13 ROOSEVELT AVENUE,11372,qu-03-136305,9/8/17,8/5/17,Jackson Heights,4036371,4014780040,4027500,91 STREET,ELMHURST AVENUE,MIDBLOCK,,"(40.74855095, -73.87577475)","1,018,670.18","212,018.36",1022,184,43.2610399
0101000020E6100000D2C8E7154F7C52C02502D53F886A4440,1030,LINK-006037,Manhattan,112,7,40.832283,-73.942327,Live,120463,1941 AMSTERDAM AVENUE,10032,mn-12-120463,7/20/16,7/13/16,Washington Heights South,1062490,1021070059,1023900,WEST 156 STREET,WEST 157 STREET,NE,,"(40.832283, -73.942327)","1,000,209.88","242,505.68",1023,1761,118.2920538
0101000020E61000003A03232F6B7952C0E3C798BB96564440,1031,LINK-021926,Brooklyn,305,37,40.676475,-73.897167,Live,145932,62 PENNSYLVANIA AVENUE,11207,bk-05-145932,2/6/18,9/17/17,East New York,3083275,3036690026,3119800,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,81903,"(40.67647467, -73.89716745)","1,012,773.55","185,751.12",1024,1152,2277.033664
0101000020E6100000650113B8758052C09EEE3CF19C5B4440,1032,LINK-000570,Manhattan,101,1,40.715727,-74.007185,Installed,108151,183 CHURCH STREET,10007,mn-01-108151,,6/20/18,SoHo-TriBeCa-Civic Center-Little Italy,1001642,1001500015,1003300,DUANE STREET,READE STREET,MIDBLOCK,,"(40.7157269, -74.00718506)","982,258.19","200,035.20",1025,1591,431.2409247
0101000020E6100000E15E99B7EA7652C0D15AD1E6385D4440,1033,LINK-001134,Queens,406,29,40.728299,-73.858076,Live,124200,98-04 QUEENS BOULEVARD,11374,qu-06-124200,11/30/16,11/5/16,Forest Hills,4072158,4030860007,4071306,65 ROAD,66 AVENUE,SE,,"(40.728299, -73.858076)","1,023,586.08","204,647.39",1026,1045,551.2846046
0101000020E61000001D56B8E5237D52C0AF22A303925A4440,1034,LINK-021241,Brooklyn,301,34,40.707581,-73.955316,Live,146092,361 BROADWAY,11211,bk-01-146092,1/22/19,6/5/18,North Side-South Side,3331238,3024630040,3052700,KEAP STREET,HOOPER STREET,NE,82213,"(40.707581, -73.95531649)","996,638.47","197,070.48",1027,29,1274.195466
0101000020E61000002578431A157C52C0B859BC58186C4440,1035,LINK-004664,Manhattan,112,10,40.844493,-73.938788,Live,120796,4100 BROADWAY,10032,mn-12-120796,2/25/19,3/19/18,Washington Heights South,1063464,1021410033,1025300,WEST 173 STREET,WEST 172 STREET,SE,,"(40.84449293, -73.93878768)","1,001,186.21","246,954.87",1028,433,203.1153663
0101000020E6100000FAB48AFED07A52C0EA92718C64674440,1036,LINK-020496,Bronx,201,8,40.807756,-73.919006,Live,146075,250 BROOK AVENUE,10454,bx-01-146075,5/21/18,3/19/18,Mott Haven-Port Morris,2000054,2022660001,2003900,EAST 138 STREET,EAST 139 STREET,NE,82069,"(40.80775593, -73.91900611)","1,006,671.75","233,574.69",1029,1532,211.4567666
0101000020E6100000F46A80D2507B52C0A80018CFA0614440,1037,LINK-014249,Queens,401,22,40.76272,-73.926808,Live,108373,29-01 BROADWAY,11106,qu-01-108373,5/23/17,5/6/17,Astoria,4007473,4005880008,4007500,30 STREET,29 AVENUE,NE,,"(40.76272, -73.926808)","1,004,525.64","217,164.67",1030,1801,9.3662801
0101000020E6100000D1217024D07752C0554FE61F7D574440,1038,LINK-021919,Brooklyn,305,37,40.683506,-73.872079,Live,145943,241 CRESCENT STREET,11208,bk-05-145943,11/21/17,9/29/17,Cypress Hills-City Line,3092798,3041470030,3118400,FULTON STREET,ATLANTIC AVENUE,SE,81896,"(40.683506, -73.872079)","1,019,728.80","188,322.00",1031,1606,226.7276578
0101000020E610000022533E04557A52C02AE620E8686D4440,1039,LINK-013237,Bronx,205,14,40.854764,-73.911439,Live,119566,1999 UNIVERSITY AVENUE,10453,bx-05-119566,1/17/17,12/22/16,University Heights-Morris Heights,2014698,2032160060,2024502,WEST 179 STREET,WEST BURNSIDE AVENUE,SE,,"(40.854764, -73.911439)","1,008,749.26","250,703.48",1032,1107,664.9828519
0101000020E61000003A03232F6B7952C0E3C798BB96564440,1040,LINK-021926,Brooklyn,305,37,40.676475,-73.897167,Live,145932,62 PENNSYLVANIA AVENUE,11207,bk-05-145932,2/6/18,9/17/17,East New York,3083275,3036690026,3119800,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,81903,"(40.67647467, -73.89716745)","1,012,773.55","185,751.12",1033,1152,1588.028045
0101000020E6100000B6B9313D617A52C0D6AA5D13D2564440,1041,LINK-018133,Brooklyn,316,41,40.678286,-73.912185,Live,145962,2122 FULTON STREET,11233,bk-16-145962,4/5/18,9/30/17,Ocean Hill,3042170,3015510015,3030100,SOMERS STREET,ROCKAWAY AVENUE,MIDBLOCK,81539,"(40.67828559, -73.91218476)","1,008,607.41","186,406.35",1034,885,967.6977823
0101000020E61000009D853DEDF07852C0AA9CF6949C5F4440,1042,LINK-010993,Queens,404,25,40.746966,-73.889705,Live,137921,75-20 ROOSEVELT AVENUE,11372,qu-04-137921,8/30/17,7/8/17,Elmhurst,4036735,4014860031,4026700,76 STREET,75 STREET,SW,,"(40.74696638, -73.88970545)","1,014,811.01","211,435.88",1035,802,245.5301425
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,1043,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",1036,1163,987.2347316
0101000020E61000002D0ABB287A7D52C083BF5FCC96544440,1044,LINK-001078,Brooklyn,309,40,40.660852,-73.960581,Live,126569,535 FLATBUSH AVENUE,11225,bk-09-126569,3/7/17,2/17/17,Prospect Lefferts Gardens-Wingate,3114678,3050280006,3079801,LINCOLN ROAD,BEEKMAN PLACE,SE,,"(40.660852, -73.960581)","995,186.55","180,045.05",1037,322,237.3927616
0101000020E61000008A7615527E7A52C0E013EB54F96A4440,1045,LINK-020557,Bronx,204,16,40.835734,-73.91396,Live,146078,247 EAST 169 STREET,10456,bx-04-146078,8/2/18,4/19/18,East Concourse-Concourse Village,2000000,2028300072,2017902,GRANT AVENUE,SHERIDAN AVENUE,NW,82160,"(40.83573444, -73.91396042)","1,008,058.55","243,769.60",1038,1367,758.1946978
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,1046,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",1039,1163,2770.220656
0101000020E610000067994528B67252C092B245D26E5A4440,1047,LINK-001821,Queens,412,27,40.706507,-73.792368,Live,141536,168-03 JAMAICA AVENUE,11432,qu-12-141536,9/28/16,8/18/16,Jamaica,4209645,4097990022,4046000,168 STREET,168 PLACE,NE,,"(40.706507, -73.792368)","1,041,816.70","196,744.26",1040,1061,6478.612639
0101000020E6100000DD7A4D0F0A7D52C0BFD2F9F02C5F4440,1048,LINK-000779,Queens,402,26,40.743559,-73.953739,Live,141373,48-19 VERNON BOULEVARD,11101,qu-02-141373,3/14/18,12/15/17,Hunters Point-Sunnyside-West Maspeth,4000254,4000440001,4000700,49 AVENUE,48 AVENUE,NE,,"(40.74355856, -73.95373886)","997,068.95","210,178.45",1041,1363,381.233994
0101000020E610000044F81741637D52C08907944DB95A4440,1049,LINK-013485,Brooklyn,301,33,40.70878,-73.959183,Live,126207,268 BROADWAY,11211,bk-01-126207,1/31/18,11/17/17,North Side-South Side,3334852,3021410001,3052500,HAVEMEYER STREET,MARCY AVENUE,SE,,"(40.70877985, -73.95918257)","995,566.40","197,506.74",1042,294,41.59478005
0101000020E610000044F81741637D52C08907944DB95A4440,1050,LINK-013485,Brooklyn,301,33,40.70878,-73.959183,Live,126207,268 BROADWAY,11211,bk-01-126207,1/31/18,11/17/17,North Side-South Side,3334852,3021410001,3052500,HAVEMEYER STREET,MARCY AVENUE,SE,,"(40.70877985, -73.95918257)","995,566.40","197,506.74",1043,294,41.59478005
0101000020E610000013B70A62A07D52C013D6C6D809614440,1051,LINK-013763,Manhattan,106,5,40.758113,-73.962914,Live,121703,1044 1 AVENUE,10022,mn-06-121703,5/9/18,10/25/17,Turtle Bay-East Midtown,1040466,1013680001,1010601,EAST 57 STREET,EAST 56 STREET,SE,,"(40.7581134, -73.96291405)","994,524.26","215,480.04",1044,1586,88.4039491
0101000020E610000092AE997CB37252C07C26FBE7695A4440,1052,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",1045,1588,4448.085286
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,1053,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",1046,399,4354.903144
0101000020E6100000959D7E50177C52C0DD79E2395B664440,1054,LINK-006028,Manhattan,111,8,40.799659,-73.938923,Live,106683,2172 3 AVENUE,10035,mn-11-106683,5/17/18,4/10/18,East Harlem North,1081471,1017670033,1018200,EAST 119 STREET,EAST 118 STREET,SW,,"(40.79965855, -73.9389231)","1,001,160.14","230,620.06",1047,727,154.5768625
